# l                Dl               -dDl             +dDl
# Planck PR4 / NPIPE best-fit TE spectra (Tristram+2021)
# doi:10.1051/0004-6361/202039585
  3.66000000e+02  6.38389016e+01  1.26728229e+01  1.26728229e+01
  3.67000000e+02  6.20533962e+01  1.26181400e+01  1.26181400e+01
  3.68000000e+02  6.02522975e+01  1.25637829e+01  1.25637829e+01
  3.69000000e+02  5.84363501e+01  1.25098188e+01  1.25098188e+01
  3.70000000e+02  5.66062240e+01  1.24562898e+01  1.24562898e+01
  3.71000000e+02  5.47628115e+01  1.24032606e+01  1.24032606e+01
  3.72000000e+02  5.29067820e+01  1.23507691e+01  1.23507691e+01
  3.73000000e+02  5.10389530e+01  1.22988776e+01  1.22988776e+01
  3.74000000e+02  4.91601416e+01  1.22476279e+01  1.22476279e+01
  3.75000000e+02  4.72709418e+01  1.21970605e+01  1.21970605e+01
  3.76000000e+02  4.53722445e+01  1.21472347e+01  1.21472347e+01
  3.77000000e+02  4.34647172e+01  1.20981807e+01  1.20981807e+01
  3.78000000e+02  4.15491016e+01  1.20499552e+01  1.20499552e+01
  3.79000000e+02  3.96262131e+01  1.20025937e+01  1.20025937e+01
  3.80000000e+02  3.76967928e+01  1.19561318e+01  1.19561318e+01
  3.81000000e+02  3.57615069e+01  1.19106214e+01  1.19106214e+01
  3.82000000e+02  3.38211700e+01  1.18660877e+01  1.18660877e+01
  3.83000000e+02  3.18765963e+01  1.18225799e+01  1.18225799e+01
  3.84000000e+02  2.99286742e+01  1.17801187e+01  1.17801187e+01
  3.85000000e+02  2.79781430e+01  1.17387499e+01  1.17387499e+01
  3.86000000e+02  2.60259645e+01  1.16984967e+01  1.16984967e+01
  3.87000000e+02  2.40728776e+01  1.16593806e+01  1.16593806e+01
  3.88000000e+02  2.21197693e+01  1.16214370e+01  1.16214370e+01
  3.89000000e+02  2.01674520e+01  1.15846731e+01  1.15846731e+01
  3.90000000e+02  1.82167379e+01  1.15491189e+01  1.15491189e+01
  3.91000000e+02  1.62684389e+01  1.15147769e+01  1.15147769e+01
  3.92000000e+02  1.43233665e+01  1.14816724e+01  1.14816724e+01
  3.93000000e+02  1.23822580e+01  1.14498091e+01  1.14498091e+01
  3.94000000e+02  1.04458499e+01  1.14191871e+01  1.14191871e+01
  3.95000000e+02  8.51502745e+00  1.13898251e+01  1.13898251e+01
  3.96000000e+02  6.59051946e+00  1.13617122e+01  1.13617122e+01
  3.97000000e+02  4.67312137e+00  1.13348618e+01  1.13348618e+01
  3.98000000e+02  2.76357637e+00  1.13092581e+01  1.13092581e+01
  3.99000000e+02  8.62664592e-01  1.12849095e+01  1.12849095e+01
  4.00000000e+02  -1.02885342e+00  1.12618016e+01  1.12618016e+01
  4.01000000e+02  -2.91022370e+00  1.12399183e+01  1.12399183e+01
  4.02000000e+02  -4.78068247e+00  1.12192605e+01  1.12192605e+01
  4.03000000e+02  -6.63949479e+00  1.11998004e+01  1.11998004e+01
  4.04000000e+02  -8.48587842e+00  1.11815343e+01  1.11815343e+01
  4.05000000e+02  -1.03190958e+01  1.11644290e+01  1.11644290e+01
  4.06000000e+02  -1.21384766e+01  1.11484753e+01  1.11484753e+01
  4.07000000e+02  -1.39431499e+01  1.11336428e+01  1.11336428e+01
  4.08000000e+02  -1.57323936e+01  1.11198985e+01  1.11198985e+01
  4.09000000e+02  -1.75054858e+01  1.11072277e+01  1.11072277e+01
  4.10000000e+02  -1.92616303e+01  1.10955867e+01  1.10955867e+01
  4.11000000e+02  -2.10003284e+01  1.10849578e+01  1.10849578e+01
  4.12000000e+02  -2.27207842e+01  1.10752947e+01  1.10752947e+01
  4.13000000e+02  -2.44224993e+01  1.10665756e+01  1.10665756e+01
  4.14000000e+02  -2.61047522e+01  1.10587585e+01  1.10587585e+01
  4.15000000e+02  -2.77669705e+01  1.10517992e+01  1.10517992e+01
  4.16000000e+02  -2.94085815e+01  1.10456722e+01  1.10456722e+01
  4.17000000e+02  -3.10287900e+01  1.10403251e+01  1.10403251e+01
  4.18000000e+02  -3.26270980e+01  1.10357298e+01  1.10357298e+01
  4.19000000e+02  -3.42027845e+01  1.10318322e+01  1.10318322e+01
  4.20000000e+02  -3.57552773e+01  1.10286023e+01  1.10286023e+01
  4.21000000e+02  -3.72839300e+01  1.10259912e+01  1.10259912e+01
  4.22000000e+02  -3.87880218e+01  1.10239498e+01  1.10239498e+01
  4.23000000e+02  -4.02669806e+01  1.10224488e+01  1.10224488e+01
  4.24000000e+02  -4.17202344e+01  1.10214332e+01  1.10214332e+01
  4.25000000e+02  -4.31472109e+01  1.10208730e+01  1.10208730e+01
  4.26000000e+02  -4.45476353e+01  1.10207131e+01  1.10207131e+01
  4.27000000e+02  -4.59210097e+01  1.10209247e+01  1.10209247e+01
  4.28000000e+02  -4.72669106e+01  1.10214532e+01  1.10214532e+01
  4.29000000e+02  -4.85849885e+01  1.10222701e+01  1.10222701e+01
  4.30000000e+02  -4.98746714e+01  1.10233273e+01  1.10233273e+01
  4.31000000e+02  -5.11356840e+01  1.10245780e+01  1.10245780e+01
  4.32000000e+02  -5.23676026e+01  1.10259940e+01  1.10259940e+01
  4.33000000e+02  -5.35698549e+01  1.10275228e+01  1.10275228e+01
  4.34000000e+02  -5.47421653e+01  1.10291373e+01  1.10291373e+01
  4.35000000e+02  -5.58839615e+01  1.10307859e+01  1.10307859e+01
  4.36000000e+02  -5.69948935e+01  1.10324431e+01  1.10324431e+01
  4.37000000e+02  -5.80745371e+01  1.10340646e+01  1.10340646e+01
  4.38000000e+02  -5.91224680e+01  1.10356082e+01  1.10356082e+01
  4.39000000e+02  -6.01382616e+01  1.10370542e+01  1.10370542e+01
  4.40000000e+02  -6.11217163e+01  1.10383603e+01  1.10383603e+01
  4.41000000e+02  -6.20724815e+01  1.10395091e+01  1.10395091e+01
  4.42000000e+02  -6.29902808e+01  1.10404599e+01  1.10404599e+01
  4.43000000e+02  -6.38746892e+01  1.10411983e+01  1.10411983e+01
  4.44000000e+02  -6.47255042e+01  1.10416921e+01  1.10416921e+01
  4.45000000e+02  -6.55424489e+01  1.10419105e+01  1.10419105e+01
  4.46000000e+02  -6.63252463e+01  1.10418416e+01  1.10418416e+01
  4.47000000e+02  -6.70739160e+01  1.10414515e+01  1.10414515e+01
  4.48000000e+02  -6.77882549e+01  1.10407303e+01  1.10407303e+01
  4.49000000e+02  -6.84681338e+01  1.10396466e+01  1.10396466e+01
  4.50000000e+02  -6.91134976e+01  1.10381927e+01  1.10381927e+01
  4.51000000e+02  -6.97242168e+01  1.10363395e+01  1.10363395e+01
  4.52000000e+02  -7.03000892e+01  1.10340822e+01  1.10340822e+01
  4.53000000e+02  -7.08409868e+01  1.10313998e+01  1.10313998e+01
  4.54000000e+02  -7.13467070e+01  1.10282724e+01  1.10282724e+01
  4.55000000e+02  -7.18171213e+01  1.10246996e+01  1.10246996e+01
  4.56000000e+02  -7.22520266e+01  1.10206645e+01  1.10206645e+01
  4.57000000e+02  -7.26512937e+01  1.10161736e+01  1.10161736e+01
  4.58000000e+02  -7.30146447e+01  1.10112123e+01  1.10112123e+01
  4.59000000e+02  -7.33421726e+01  1.10057911e+01  1.10057911e+01
  4.60000000e+02  -7.36339703e+01  1.09999037e+01  1.09999037e+01
  4.61000000e+02  -7.38893129e+01  1.09935456e+01  1.09935456e+01
  4.62000000e+02  -7.41104469e+01  1.09867300e+01  1.09867300e+01
  4.63000000e+02  -7.42959039e+01  1.09794491e+01  1.09794491e+01
  4.64000000e+02  -7.44464440e+01  1.09717186e+01  1.09717186e+01
  4.65000000e+02  -7.45620839e+01  1.09635331e+01  1.09635331e+01
  4.66000000e+02  -7.46435827e+01  1.09549107e+01  1.09549107e+01
  4.67000000e+02  -7.46902135e+01  1.09458486e+01  1.09458486e+01
  4.68000000e+02  -7.47027348e+01  1.09363611e+01  1.09363611e+01
  4.69000000e+02  -7.46811617e+01  1.09264638e+01  1.09264638e+01
  4.70000000e+02  -7.46255090e+01  1.09161576e+01  1.09161576e+01
  4.71000000e+02  -7.45350481e+01  1.09054604e+01  1.09054604e+01
  4.72000000e+02  -7.44112786e+01  1.08943919e+01  1.08943919e+01
  4.73000000e+02  -7.42527283e+01  1.08829584e+01  1.08829584e+01
  4.74000000e+02  -7.40616388e+01  1.08711896e+01  1.08711896e+01
  4.75000000e+02  -7.38365370e+01  1.08590949e+01  1.08590949e+01
  4.76000000e+02  -7.35781777e+01  1.08467008e+01  1.08467008e+01
  4.77000000e+02  -7.32873156e+01  1.08340337e+01  1.08340337e+01
  4.78000000e+02  -7.29639617e+01  1.08211059e+01  1.08211059e+01
  4.79000000e+02  -7.26091668e+01  1.08079512e+01  1.08079512e+01
  4.80000000e+02  -7.22223469e+01  1.07945832e+01  1.07945832e+01
  4.81000000e+02  -7.18042544e+01  1.07810323e+01  1.07810323e+01
  4.82000000e+02  -7.13551959e+01  1.07673286e+01  1.07673286e+01
  4.83000000e+02  -7.08755514e+01  1.07534884e+01  1.07534884e+01
  4.84000000e+02  -7.03657005e+01  1.07395487e+01  1.07395487e+01
  4.85000000e+02  -6.98259483e+01  1.07255272e+01  1.07255272e+01
  4.86000000e+02  -6.92567475e+01  1.07114568e+01  1.07114568e+01
  4.87000000e+02  -6.86584020e+01  1.06973709e+01  1.06973709e+01
  4.88000000e+02  -6.80314379e+01  1.06832899e+01  1.06832899e+01
  4.89000000e+02  -6.73763809e+01  1.06692478e+01  1.06692478e+01
  4.90000000e+02  -6.66936818e+01  1.06552810e+01  1.06552810e+01
  4.91000000e+02  -6.59839394e+01  1.06414132e+01  1.06414132e+01
  4.92000000e+02  -6.52475290e+01  1.06276881e+01  1.06276881e+01
  4.93000000e+02  -6.44851229e+01  1.06141192e+01  1.06141192e+01
  4.94000000e+02  -6.36970210e+01  1.06007605e+01  1.06007605e+01
  4.95000000e+02  -6.28839686e+01  1.05876140e+01  1.05876140e+01
  4.96000000e+02  -6.20463389e+01  1.05747633e+01  1.05747633e+01
  4.97000000e+02  -6.11847275e+01  1.05622141e+01  1.05622141e+01
  4.98000000e+02  -6.02997294e+01  1.05500007e+01  1.05500007e+01
  4.99000000e+02  -5.93918649e+01  1.05380396e+01  1.05380396e+01
  5.00000000e+02  -5.84615791e+01  1.05266008e+01  1.05266008e+01
  5.01000000e+02  -5.75095396e+01  9.96199182e+00  9.96199182e+00
  5.02000000e+02  -5.65364117e+01  9.95199948e+00  9.95199948e+00
  5.03000000e+02  -5.55427118e+01  9.93841380e+00  9.93841380e+00
  5.04000000e+02  -5.45293268e+01  9.92931012e+00  9.92931012e+00
  5.05000000e+02  -5.34968460e+01  9.51952806e+00  9.51952806e+00
  5.06000000e+02  -5.24459325e+01  9.50706054e+00  9.50706054e+00
  5.07000000e+02  -5.13772488e+01  9.48931254e+00  9.48931254e+00
  5.08000000e+02  -5.02915312e+01  9.47818080e+00  9.47818080e+00
  5.09000000e+02  -4.91894412e+01  9.46776051e+00  9.46776051e+00
  5.10000000e+02  -4.80717140e+01  9.45808830e+00  9.45808830e+00
  5.11000000e+02  -4.69389357e+01  9.44897310e+00  9.44897310e+00
  5.12000000e+02  -4.57918405e+01  9.44086203e+00  9.44086203e+00
  5.13000000e+02  -4.46311620e+01  9.43347492e+00  9.43347492e+00
  5.14000000e+02  -4.34574848e+01  9.42703893e+00  9.42703893e+00
  5.15000000e+02  -4.22715414e+01  9.42146325e+00  9.42146325e+00
  5.16000000e+02  -4.10741384e+01  9.41678847e+00  9.41678847e+00
  5.17000000e+02  -3.98658587e+01  9.41301351e+00  9.41301351e+00
  5.18000000e+02  -3.86475079e+01  9.41018328e+00  9.41018328e+00
  5.19000000e+02  -3.74198165e+01  9.40830597e+00  9.40830597e+00
  5.20000000e+02  -3.61834404e+01  9.40739517e+00  9.40739517e+00
  5.21000000e+02  -3.49391837e+01  9.40746924e+00  9.40746924e+00
  5.22000000e+02  -3.36877013e+01  9.40854330e+00  9.40854330e+00
  5.23000000e+02  -3.24297220e+01  9.41062509e+00  9.41062509e+00
  5.24000000e+02  -3.11660485e+01  9.41372703e+00  9.41372703e+00
  5.25000000e+02  -2.98973344e+01  9.41784867e+00  9.41784867e+00
  5.26000000e+02  -2.86243072e+01  9.42299694e+00  9.42299694e+00
  5.27000000e+02  -2.73476939e+01  9.42917571e+00  9.42917571e+00
  5.28000000e+02  -2.60682955e+01  9.43638129e+00  9.43638129e+00
  5.29000000e+02  -2.47866897e+01  9.44461485e+00  9.44461485e+00
  5.30000000e+02  -2.35038253e+01  9.45387675e+00  9.45387675e+00
  5.31000000e+02  -2.22203534e+01  9.46415817e+00  9.46415817e+00
  5.32000000e+02  -2.09372219e+01  9.47545641e+00  9.47545641e+00
  5.33000000e+02  -1.96550072e+01  9.48776715e+00  9.48776715e+00
  5.34000000e+02  -1.83746563e+01  9.50107779e+00  9.50107779e+00
  5.35000000e+02  -1.70968192e+01  9.51538347e+00  9.51538347e+00
  5.36000000e+02  -1.58224424e+01  9.53066916e+00  9.53066916e+00
  5.37000000e+02  -1.45521008e+01  9.54692496e+00  9.54692496e+00
  5.38000000e+02  -1.32865917e+01  9.56413935e+00  9.56413935e+00
  5.39000000e+02  -1.20267122e+01  9.58229352e+00  9.58229352e+00
  5.40000000e+02  -1.07731106e+01  9.60137235e+00  9.60137235e+00
  5.41000000e+02  -9.52650913e+00  9.62135775e+00  9.62135775e+00
  5.42000000e+02  -8.28770405e+00  9.64222164e+00  9.64222164e+00
  5.43000000e+02  -7.05736510e+00  9.66394206e+00  9.66394206e+00
  5.44000000e+02  -5.83620634e+00  9.68649705e+00  9.68649705e+00
  5.45000000e+02  -4.62488963e+00  9.70985619e+00  9.70985619e+00
  5.46000000e+02  -3.42408401e+00  9.73399581e+00  9.73399581e+00
  5.47000000e+02  -2.23447321e+00  9.75889179e+00  9.75889179e+00
  5.48000000e+02  -1.05671102e+00  9.78451191e+00  9.78451191e+00
  5.49000000e+02  1.08509553e-01  9.81083331e+00  9.81083331e+00
  5.50000000e+02  1.26052687e+00  9.83782287e+00  9.83782287e+00
  5.51000000e+02  2.39864552e+00  9.86545476e+00  9.86545476e+00
  5.52000000e+02  3.52217868e+00  9.89370288e+00  9.89370288e+00
  5.53000000e+02  4.63043915e+00  9.92253285e+00  9.92253285e+00
  5.54000000e+02  5.72275469e+00  9.95191740e+00  9.95191740e+00
  5.55000000e+02  6.79843090e+00  9.98182980e+00  9.98182980e+00
  5.56000000e+02  7.85678085e+00  1.00122351e+01  1.00122351e+01
  5.57000000e+02  8.89719201e+00  1.00431056e+01  1.00431056e+01
  5.58000000e+02  9.91894788e+00  1.00744089e+01  1.00744089e+01
  5.59000000e+02  1.09215623e+01  1.01061047e+01  1.01061047e+01
  5.60000000e+02  1.19044006e+01  1.01381601e+01  1.01381601e+01
  5.61000000e+02  1.28668280e+01  1.01705435e+01  1.01705435e+01
  5.62000000e+02  1.38084327e+01  1.02032153e+01  1.02032153e+01
  5.63000000e+02  1.47284314e+01  1.02361476e+01  1.02361476e+01
  5.64000000e+02  1.56263380e+01  1.02693010e+01  1.02693010e+01
  5.65000000e+02  1.65016663e+01  1.03026463e+01  1.03026463e+01
  5.66000000e+02  1.73539299e+01  1.03361540e+01  1.03361540e+01
  5.67000000e+02  1.81824940e+01  1.03697869e+01  1.03697869e+01
  5.68000000e+02  1.89869465e+01  1.04035176e+01  1.04035176e+01
  5.69000000e+02  1.97668007e+01  1.04373180e+01  1.04373180e+01
  5.70000000e+02  2.05215701e+01  1.04711526e+01  1.04711526e+01
  5.71000000e+02  2.12506936e+01  1.05049953e+01  1.05049953e+01
  5.72000000e+02  2.19539070e+01  1.05388212e+01  1.05388212e+01
  5.73000000e+02  2.26306491e+01  1.05725970e+01  1.05725970e+01
  5.74000000e+02  2.32806553e+01  1.06062984e+01  1.06062984e+01
  5.75000000e+02  2.39035869e+01  1.06399002e+01  1.06399002e+01
  5.76000000e+02  2.44990303e+01  1.06733694e+01  1.06733694e+01
  5.77000000e+02  2.50665720e+01  1.07066824e+01  1.07066824e+01
  5.78000000e+02  2.56057981e+01  1.07398173e+01  1.07398173e+01
  5.79000000e+02  2.61165173e+01  1.07727438e+01  1.07727438e+01
  5.80000000e+02  2.65983153e+01  1.08054419e+01  1.08054419e+01
  5.81000000e+02  2.70507774e+01  1.08378933e+01  1.08378933e+01
  5.82000000e+02  2.74735628e+01  1.08700703e+01  1.08700703e+01
  5.83000000e+02  2.78664050e+01  1.09019565e+01  1.09019565e+01
  5.84000000e+02  2.82288881e+01  1.09335376e+01  1.09335376e+01
  5.85000000e+02  2.85607449e+01  1.09647882e+01  1.09647882e+01
  5.86000000e+02  2.88616334e+01  1.09956955e+01  1.09956955e+01
  5.87000000e+02  2.91314338e+01  1.10262474e+01  1.10262474e+01
  5.88000000e+02  2.93698778e+01  1.10564227e+01  1.10564227e+01
  5.89000000e+02  2.95767706e+01  1.10862122e+01  1.10862122e+01
  5.90000000e+02  2.97518429e+01  1.11156069e+01  1.11156069e+01
  5.91000000e+02  2.98949735e+01  1.11445885e+01  1.11445885e+01
  5.92000000e+02  3.00058179e+01  1.11731484e+01  1.11731484e+01
  5.93000000e+02  3.00843282e+01  1.12012787e+01  1.12012787e+01
  5.94000000e+02  3.01303819e+01  1.12289623e+01  1.12289623e+01
  5.95000000e+02  3.01438559e+01  1.12561938e+01  1.12561938e+01
  5.96000000e+02  3.01246265e+01  1.12829691e+01  1.12829691e+01
  5.97000000e+02  3.00724955e+01  1.13092735e+01  1.13092735e+01
  5.98000000e+02  2.99874867e+01  1.13351097e+01  1.13351097e+01
  5.99000000e+02  2.98694007e+01  1.13604651e+01  1.13604651e+01
  6.00000000e+02  2.97182603e+01  1.13853401e+01  1.13853401e+01
  6.01000000e+02  2.95340885e+01  1.14097361e+01  1.14097361e+01
  6.02000000e+02  2.93169834e+01  1.14336433e+01  1.14336433e+01
  6.03000000e+02  2.90668205e+01  1.14570655e+01  1.14570655e+01
  6.04000000e+02  2.87836975e+01  1.14800033e+01  1.14800033e+01
  6.05000000e+02  2.84676371e+01  1.15024582e+01  1.15024582e+01
  6.06000000e+02  2.81187358e+01  1.15244329e+01  1.15244329e+01
  6.07000000e+02  2.77369408e+01  1.15459305e+01  1.15459305e+01
  6.08000000e+02  2.73224215e+01  1.15669555e+01  1.15669555e+01
  6.09000000e+02  2.68753469e+01  1.15875126e+01  1.15875126e+01
  6.10000000e+02  2.63957364e+01  1.16076065e+01  1.16076065e+01
  6.11000000e+02  2.58836832e+01  1.16272437e+01  1.16272437e+01
  6.12000000e+02  2.53392800e+01  1.16464305e+01  1.16464305e+01
  6.13000000e+02  2.47626928e+01  1.16651752e+01  1.16651752e+01
  6.14000000e+02  2.41541614e+01  1.16834861e+01  1.16834861e+01
  6.15000000e+02  2.35139248e+01  1.17013722e+01  1.17013722e+01
  6.16000000e+02  2.28423699e+01  1.17188442e+01  1.17188442e+01
  6.17000000e+02  2.21396600e+01  1.17359081e+01  1.17359081e+01
  6.18000000e+02  2.14061807e+01  1.17525834e+01  1.17525834e+01
  6.19000000e+02  2.06421681e+01  1.17688782e+01  1.17688782e+01
  6.20000000e+02  1.98479320e+01  1.17848055e+01  1.17848055e+01
  6.21000000e+02  1.90237070e+01  1.18003788e+01  1.18003788e+01
  6.22000000e+02  1.81698757e+01  1.18156123e+01  1.18156123e+01
  6.23000000e+02  1.72867457e+01  1.18305204e+01  1.18305204e+01
  6.24000000e+02  1.63745494e+01  1.18451188e+01  1.18451188e+01
  6.25000000e+02  1.54335929e+01  1.18594227e+01  1.18594227e+01
  6.26000000e+02  1.44642556e+01  1.18734476e+01  1.18734476e+01
  6.27000000e+02  1.34667679e+01  1.18872085e+01  1.18872085e+01
  6.28000000e+02  1.24415077e+01  1.19007211e+01  1.19007211e+01
  6.29000000e+02  1.13890008e+01  1.19140016e+01  1.19140016e+01
  6.30000000e+02  1.03096238e+01  1.19270661e+01  1.19270661e+01
  6.31000000e+02  9.20375226e+00  1.19399309e+01  1.19399309e+01
  6.32000000e+02  8.07190979e+00  1.19526133e+01  1.19526133e+01
  6.33000000e+02  6.91439623e+00  1.19651297e+01  1.19651297e+01
  6.34000000e+02  5.73173352e+00  1.19774968e+01  1.19774968e+01
  6.35000000e+02  4.52441313e+00  1.19897275e+01  1.19897275e+01
  6.36000000e+02  3.29290344e+00  1.20018488e+01  1.20018488e+01
  6.37000000e+02  2.03771664e+00  1.20138728e+01  1.20138728e+01
  6.38000000e+02  7.59364133e-01  1.20258176e+01  1.20258176e+01
  6.39000000e+02  -5.41665747e-01  1.20377008e+01  1.20377008e+01
  6.40000000e+02  -1.86486464e+00  1.20495395e+01  1.20495395e+01
  6.41000000e+02  -3.20971901e+00  1.20613524e+01  1.20613524e+01
  6.42000000e+02  -4.57565075e+00  1.20731560e+01  1.20731560e+01
  6.43000000e+02  -5.96207657e+00  1.20849667e+01  1.20849667e+01
  6.44000000e+02  -7.36840058e+00  1.20968008e+01  1.20968008e+01
  6.45000000e+02  -8.79404252e+00  1.21086735e+01  1.21086735e+01
  6.46000000e+02  -1.02384229e+01  1.21206002e+01  1.21206002e+01
  6.47000000e+02  -1.17008812e+01  1.21325957e+01  1.21325957e+01
  6.48000000e+02  -1.31809659e+01  1.21446751e+01  1.21446751e+01
  6.49000000e+02  -1.46778694e+01  1.21568523e+01  1.21568523e+01
  6.50000000e+02  -1.61910820e+01  1.21691357e+01  1.21691357e+01
  6.51000000e+02  -1.77198730e+01  1.21815490e+01  1.21815490e+01
  6.52000000e+02  -1.92635900e+01  1.21940999e+01  1.21940999e+01
  6.53000000e+02  -2.08216564e+01  1.22068013e+01  1.22068013e+01
  6.54000000e+02  -2.23934222e+01  1.22196650e+01  1.22196650e+01
  6.55000000e+02  -2.39782380e+01  1.22327030e+01  1.22327030e+01
  6.56000000e+02  -2.55753067e+01  1.22459260e+01  1.22459260e+01
  6.57000000e+02  -2.71841289e+01  1.22593447e+01  1.22593447e+01
  6.58000000e+02  -2.88038346e+01  1.22729692e+01  1.22729692e+01
  6.59000000e+02  -3.04338515e+01  1.22868087e+01  1.22868087e+01
  6.60000000e+02  -3.20734595e+01  1.23008707e+01  1.23008707e+01
  6.61000000e+02  -3.37219392e+01  1.23151625e+01  1.23151625e+01
  6.62000000e+02  -3.53786460e+01  1.23296853e+01  1.23296853e+01
  6.63000000e+02  -3.70427876e+01  1.23444549e+01  1.23444549e+01
  6.64000000e+02  -3.87136465e+01  1.23594715e+01  1.23594715e+01
  6.65000000e+02  -4.03905801e+01  1.23747393e+01  1.23747393e+01
  6.66000000e+02  -4.20728721e+01  1.23902613e+01  1.23902613e+01
  6.67000000e+02  -4.37597329e+01  1.24060402e+01  1.24060402e+01
  6.68000000e+02  -4.54504472e+01  1.24220785e+01  1.24220785e+01
  6.69000000e+02  -4.71443749e+01  1.24383773e+01  1.24383773e+01
  6.70000000e+02  -4.88407281e+01  1.24549368e+01  1.24549368e+01
  6.71000000e+02  -5.05387932e+01  1.24717577e+01  1.24717577e+01
  6.72000000e+02  -5.22379320e+01  1.24888379e+01  1.24888379e+01
  6.73000000e+02  -5.39372837e+01  1.25061766e+01  1.25061766e+01
  6.74000000e+02  -5.56362850e+01  1.25237659e+01  1.25237659e+01
  6.75000000e+02  -5.73340764e+01  1.25416130e+01  1.25416130e+01
  6.76000000e+02  -5.90299470e+01  1.25597085e+01  1.25597085e+01
  6.77000000e+02  -6.07232610e+01  1.25780463e+01  1.25780463e+01
  6.78000000e+02  -6.24130858e+01  1.25966193e+01  1.25966193e+01
  6.79000000e+02  -6.40987120e+01  1.26154201e+01  1.26154201e+01
  6.80000000e+02  -6.57794308e+01  1.26344399e+01  1.26344399e+01
  6.81000000e+02  -6.74543109e+01  1.26536695e+01  1.26536695e+01
  6.82000000e+02  -6.91227184e+01  1.26730980e+01  1.26730980e+01
  6.83000000e+02  -7.07837971e+01  1.26927157e+01  1.26927157e+01
  6.84000000e+02  -7.24369881e+01  1.27125060e+01  1.27125060e+01
  6.85000000e+02  -7.40815846e+01  1.27324675e+01  1.27324675e+01
  6.86000000e+02  -7.57165084e+01  1.27525821e+01  1.27525821e+01
  6.87000000e+02  -7.73419444e+01  1.27728375e+01  1.27728375e+01
  6.88000000e+02  -7.89571867e+01  1.27932196e+01  1.27932196e+01
  6.89000000e+02  -8.05607864e+01  1.28137144e+01  1.28137144e+01
  6.90000000e+02  -8.21520382e+01  1.28343070e+01  1.28343070e+01
  6.91000000e+02  -8.37309793e+01  1.28549830e+01  1.28549830e+01
  6.92000000e+02  -8.52969047e+01  1.28757260e+01  1.28757260e+01
  6.93000000e+02  -8.68491094e+01  1.28965206e+01  1.28965206e+01
  6.94000000e+02  -8.83861458e+01  1.29173465e+01  1.29173465e+01
  6.95000000e+02  -8.99080521e+01  1.29381992e+01  1.29381992e+01
  6.96000000e+02  -9.14133809e+01  1.29590590e+01  1.29590590e+01
  6.97000000e+02  -9.29021707e+01  1.29799092e+01  1.29799092e+01
  6.98000000e+02  -9.43729743e+01  1.30007342e+01  1.30007342e+01
  6.99000000e+02  -9.58258304e+01  1.30215177e+01  1.30215177e+01
  7.00000000e+02  -9.72600346e+01  1.30422435e+01  1.30422435e+01
  7.01000000e+02  -9.86748847e+01  1.30628951e+01  1.30628951e+01
  7.02000000e+02  -1.00069685e+02  1.30834553e+01  1.30834553e+01
  7.03000000e+02  -1.01444486e+02  1.31039024e+01  1.31039024e+01
  7.04000000e+02  -1.02797107e+02  1.31242297e+01  1.31242297e+01
  7.05000000e+02  -1.04128342e+02  1.31444142e+01  1.31444142e+01
  7.06000000e+02  -1.05436752e+02  1.31644391e+01  1.31644391e+01
  7.07000000e+02  -1.06722388e+02  1.31842868e+01  1.31842868e+01
  7.08000000e+02  -1.07985299e+02  1.32039396e+01  1.32039396e+01
  7.09000000e+02  -1.09223304e+02  1.32233799e+01  1.32233799e+01
  7.10000000e+02  -1.10437195e+02  1.32425899e+01  1.32425899e+01
  7.11000000e+02  -1.11626279e+02  1.32615475e+01  1.32615475e+01
  7.12000000e+02  -1.12789117e+02  1.32802455e+01  1.32802455e+01
  7.13000000e+02  -1.13925759e+02  1.32986608e+01  1.32986608e+01
  7.14000000e+02  -1.15035508e+02  1.33167764e+01  1.33167764e+01
  7.15000000e+02  -1.16118413e+02  1.33345748e+01  1.33345748e+01
  7.16000000e+02  -1.17173778e+02  1.33520395e+01  1.33520395e+01
  7.17000000e+02  -1.18200164e+02  1.33691534e+01  1.33691534e+01
  7.18000000e+02  -1.19197619e+02  1.33859003e+01  1.33859003e+01
  7.19000000e+02  -1.20165447e+02  1.34022585e+01  1.34022585e+01
  7.20000000e+02  -1.21104435e+02  1.34182221e+01  1.34182221e+01
  7.21000000e+02  -1.22013144e+02  1.34337699e+01  1.34337699e+01
  7.22000000e+02  -1.22891620e+02  1.34488866e+01  1.34488866e+01
  7.23000000e+02  -1.23739908e+02  1.34635568e+01  1.34635568e+01
  7.24000000e+02  -1.24557309e+02  1.34777650e+01  1.34777650e+01
  7.25000000e+02  -1.25343125e+02  1.34914969e+01  1.34914969e+01
  7.26000000e+02  -1.26098141e+02  1.35047377e+01  1.35047377e+01
  7.27000000e+02  -1.26820917e+02  1.35174690e+01  1.35174690e+01
  7.28000000e+02  -1.27512237e+02  1.35296925e+01  1.35296925e+01
  7.29000000e+02  -1.28169915e+02  1.35413943e+01  1.35413943e+01
  7.30000000e+02  -1.28795478e+02  1.35525669e+01  1.35525669e+01
  7.31000000e+02  -1.29388225e+02  1.35632031e+01  1.35632031e+01
  7.32000000e+02  -1.29946710e+02  1.35732965e+01  1.35732965e+01
  7.33000000e+02  -1.30471717e+02  1.35828406e+01  1.35828406e+01
  7.34000000e+02  -1.30961799e+02  1.35918297e+01  1.35918297e+01
