# l                Dl               -dDl             +dDl
# Planck PR4 / NPIPE best-fit EE spectra (Tristram+2021)
# doi:10.1051/0004-6361/202039585
  3.71000000e+02  2.05930402e+01  2.03632020e+00  2.03632020e+00
  3.72000000e+02  2.06797439e+01  2.04347802e+00  2.04347802e+00
  3.73000000e+02  2.07630404e+01  2.05039745e+00  2.05039745e+00
  3.74000000e+02  2.08428574e+01  2.05707732e+00  2.05707732e+00
  3.75000000e+02  2.09191225e+01  2.06351626e+00  2.06351626e+00
  3.76000000e+02  2.09917633e+01  2.06971322e+00  2.06971322e+00
  3.77000000e+02  2.10607817e+01  2.07566680e+00  2.07566680e+00
  3.78000000e+02  2.11261055e+01  2.08137577e+00  2.08137577e+00
  3.79000000e+02  2.11876621e+01  2.08683897e+00  2.08683897e+00
  3.80000000e+02  2.12454536e+01  2.09205523e+00  2.09205523e+00
  3.81000000e+02  2.12994818e+01  2.09702339e+00  2.09702339e+00
  3.82000000e+02  2.13495257e+01  2.10174230e+00  2.10174230e+00
  3.83000000e+02  2.13958101e+01  2.10621087e+00  2.10621087e+00
  3.84000000e+02  2.14381883e+01  2.11042792e+00  2.11042792e+00
  3.85000000e+02  2.14766621e+01  2.11439235e+00  2.11439235e+00
  3.86000000e+02  2.15113077e+01  2.11810314e+00  2.11810314e+00
  3.87000000e+02  2.15420526e+01  2.12155950e+00  2.12155950e+00
  3.88000000e+02  2.15689729e+01  2.12476211e+00  2.12476211e+00
  3.89000000e+02  2.15919961e+01  2.12771197e+00  2.12771197e+00
  3.90000000e+02  2.16111241e+01  2.13041016e+00  2.13041016e+00
  3.91000000e+02  2.16263585e+01  2.13285769e+00  2.13285769e+00
  3.92000000e+02  2.16376269e+01  2.13505571e+00  2.13505571e+00
  3.93000000e+02  2.16450052e+01  2.13700513e+00  2.13700513e+00
  3.94000000e+02  2.16484209e+01  2.13870687e+00  2.13870687e+00
  3.95000000e+02  2.16478014e+01  2.14016206e+00  2.14016206e+00
  3.96000000e+02  2.16432970e+01  2.14137168e+00  2.14137168e+00
  3.97000000e+02  2.16347606e+01  2.14233681e+00  2.14233681e+00
  3.98000000e+02  2.16222681e+01  2.14305845e+00  2.14305845e+00
  3.99000000e+02  2.16057470e+01  2.14353765e+00  2.14353765e+00
  4.00000000e+02  2.15853473e+01  2.14377536e+00  2.14377536e+00
  4.01000000e+02  2.15609221e+01  2.14377269e+00  2.14377269e+00
  4.02000000e+02  2.15325476e+01  2.14353068e+00  2.14353068e+00
  4.03000000e+02  2.15003004e+01  2.14305026e+00  2.14305026e+00
  4.04000000e+02  2.14641082e+01  2.14233287e+00  2.14233287e+00
  4.05000000e+02  2.14239731e+01  2.14138139e+00  2.14138139e+00
  4.06000000e+02  2.13800457e+01  2.14019903e+00  2.14019903e+00
  4.07000000e+02  2.13322537e+01  2.13878900e+00  2.13878900e+00
  4.08000000e+02  2.12805247e+01  2.13715462e+00  2.13715462e+00
  4.09000000e+02  2.12250835e+01  2.13529897e+00  2.13529897e+00
  4.10000000e+02  2.11658578e+01  2.13322513e+00  2.13322513e+00
  4.11000000e+02  2.11028493e+01  2.13093635e+00  2.13093635e+00
  4.12000000e+02  2.10361342e+01  2.12843579e+00  2.12843579e+00
  4.13000000e+02  2.09657143e+01  2.12572665e+00  2.12572665e+00
  4.14000000e+02  2.08916654e+01  2.12281204e+00  2.12281204e+00
  4.15000000e+02  2.08140637e+01  2.11969515e+00  2.11969515e+00
  4.16000000e+02  2.07328364e+01  2.11637910e+00  2.11637910e+00
  4.17000000e+02  2.06481338e+01  2.11286705e+00  2.11286705e+00
  4.18000000e+02  2.05599573e+01  2.10916214e+00  2.10916214e+00
  4.19000000e+02  2.04683084e+01  2.10526753e+00  2.10526753e+00
  4.20000000e+02  2.03731888e+01  2.10118635e+00  2.10118635e+00
  4.21000000e+02  2.02747482e+01  2.09692205e+00  2.09692205e+00
  4.22000000e+02  2.01729138e+01  2.09247942e+00  2.09247942e+00
  4.23000000e+02  2.00676870e+01  2.08786337e+00  2.08786337e+00
  4.24000000e+02  1.99592174e+01  2.08307925e+00  2.08307925e+00
  4.25000000e+02  1.98475065e+01  2.07813180e+00  2.07813180e+00
  4.26000000e+02  1.97326296e+01  2.07302600e+00  2.07302600e+00
  4.27000000e+02  1.96147363e+01  2.06776691e+00  2.06776691e+00
  4.28000000e+02  1.94939021e+01  2.06235949e+00  2.06235949e+00
  4.29000000e+02  1.93701280e+01  2.05680880e+00  2.05680880e+00
  4.30000000e+02  1.92434891e+01  2.05111964e+00  2.05111964e+00
  4.31000000e+02  1.91142093e+01  2.04529712e+00  2.04529712e+00
  4.32000000e+02  1.89822151e+01  2.03934611e+00  2.03934611e+00
  4.33000000e+02  1.88475816e+01  2.03327153e+00  2.03327153e+00
  4.34000000e+02  1.87104580e+01  2.02707831e+00  2.02707831e+00
  4.35000000e+02  1.85707708e+01  2.02077132e+00  2.02077132e+00
  4.36000000e+02  1.84286692e+01  2.01435551e+00  2.01435551e+00
  4.37000000e+02  1.82841538e+01  2.00783571e+00  2.00783571e+00
  4.38000000e+02  1.81373735e+01  2.00121706e+00  2.00121706e+00
  4.39000000e+02  1.79883289e+01  1.99450571e+00  1.99450571e+00
  4.40000000e+02  1.78370946e+01  1.98770825e+00  1.98770825e+00
  4.41000000e+02  1.76838195e+01  1.98083081e+00  1.98083081e+00
  4.42000000e+02  1.75285039e+01  1.97387965e+00  1.97387965e+00
  4.43000000e+02  1.73712966e+01  1.96686120e+00  1.96686120e+00
  4.44000000e+02  1.72122720e+01  1.95978168e+00  1.95978168e+00
  4.45000000e+02  1.70514302e+01  1.95264737e+00  1.95264737e+00
  4.46000000e+02  1.68889940e+01  1.94546438e+00  1.94546438e+00
  4.47000000e+02  1.67249635e+01  1.93823896e+00  1.93823896e+00
  4.48000000e+02  1.65594871e+01  1.93097722e+00  1.93097722e+00
  4.49000000e+02  1.63926390e+01  1.92368524e+00  1.92368524e+00
  4.50000000e+02  1.62244189e+01  1.91636903e+00  1.91636903e+00
  4.51000000e+02  1.60550493e+01  1.90903463e+00  1.90903463e+00
  4.52000000e+02  1.58845293e+01  1.90168800e+00  1.90168800e+00
  4.53000000e+02  1.57130065e+01  1.89433507e+00  1.89433507e+00
  4.54000000e+02  1.55405541e+01  1.88698170e+00  1.88698170e+00
  4.55000000e+02  1.53672451e+01  1.87963388e+00  1.87963388e+00
  4.56000000e+02  1.51931526e+01  1.87229809e+00  1.87229809e+00
  4.57000000e+02  1.50183496e+01  1.86498065e+00  1.86498065e+00
  4.58000000e+02  1.48429834e+01  1.85768769e+00  1.85768769e+00
  4.59000000e+02  1.46671268e+01  1.85042573e+00  1.85042573e+00
  4.60000000e+02  1.44908527e+01  1.84320102e+00  1.84320102e+00
  4.61000000e+02  1.43142337e+01  1.83601965e+00  1.83601965e+00
  4.62000000e+02  1.41374913e+01  1.82888780e+00  1.82888780e+00
  4.63000000e+02  1.39606980e+01  1.82181157e+00  1.82181157e+00
  4.64000000e+02  1.37839264e+01  1.81479690e+00  1.81479690e+00
  4.65000000e+02  1.36073233e+01  1.80784978e+00  1.80784978e+00
  4.66000000e+02  1.34309613e+01  1.80097604e+00  1.80097604e+00
  4.67000000e+02  1.32549870e+01  1.79418153e+00  1.79418153e+00
  4.68000000e+02  1.30794728e+01  1.78747198e+00  1.78747198e+00
  4.69000000e+02  1.29044909e+01  1.78085300e+00  1.78085300e+00
  4.70000000e+02  1.27301138e+01  1.77433025e+00  1.77433025e+00
  4.71000000e+02  1.25564878e+01  1.76790925e+00  1.76790925e+00
  4.72000000e+02  1.23837594e+01  1.76159565e+00  1.76159565e+00
  4.73000000e+02  1.22119264e+01  1.75539461e+00  1.75539461e+00
  4.74000000e+02  1.20410609e+01  1.74931137e+00  1.74931137e+00
  4.75000000e+02  1.18713835e+01  1.74335117e+00  1.74335117e+00
  4.76000000e+02  1.17029661e+01  1.73751923e+00  1.73751923e+00
  4.77000000e+02  1.15358063e+01  1.73182068e+00  1.73182068e+00
  4.78000000e+02  1.13701246e+01  1.72626040e+00  1.72626040e+00
  4.79000000e+02  1.12059929e+01  1.72084345e+00  1.72084345e+00
  4.80000000e+02  1.10435571e+01  1.71557457e+00  1.71557457e+00
  4.81000000e+02  1.08827404e+01  1.71045870e+00  1.71045870e+00
  4.82000000e+02  1.07238375e+01  1.70550046e+00  1.70550046e+00
  4.83000000e+02  1.05668457e+01  1.70070452e+00  1.70070452e+00
  4.84000000e+02  1.04119109e+01  1.69607545e+00  1.69607545e+00
  4.85000000e+02  1.02591047e+01  1.69161785e+00  1.69161785e+00
  4.86000000e+02  1.01084986e+01  1.68733607e+00  1.68733607e+00
  4.87000000e+02  9.96016417e+00  1.68323459e+00  1.68323459e+00
  4.88000000e+02  9.81432149e+00  1.67931780e+00  1.67931780e+00
  4.89000000e+02  9.67089343e+00  1.67558970e+00  1.67558970e+00
  4.90000000e+02  9.53009999e+00  1.67205360e+00  1.67205360e+00
  4.91000000e+02  9.39201258e+00  1.66871296e+00  1.66871296e+00
  4.92000000e+02  9.25662829e+00  1.66557109e+00  1.66557109e+00
  4.93000000e+02  9.12409275e+00  1.66263100e+00  1.66263100e+00
  4.94000000e+02  8.99455159e+00  1.65989610e+00  1.65989610e+00
  4.95000000e+02  8.86807612e+00  1.65736875e+00  1.65736875e+00
  4.96000000e+02  8.74466334e+00  1.65505336e+00  1.65505336e+00
  4.97000000e+02  8.62445882e+00  1.65295096e+00  1.65295096e+00
  4.98000000e+02  8.50753381e+00  1.65106676e+00  1.65106676e+00
  4.99000000e+02  8.39395957e+00  1.64939665e+00  1.64939665e+00
  5.00000000e+02  8.28388160e+00  1.64795647e+00  1.64795647e+00
  5.01000000e+02  8.17729664e+00  1.56006620e+00  1.56006620e+00
  5.02000000e+02  8.07434916e+00  1.55913282e+00  1.55913282e+00
  5.03000000e+02  7.97503485e+00  1.55614274e+00  1.55614274e+00
  5.04000000e+02  7.87957223e+00  1.55563381e+00  1.55563381e+00
  5.05000000e+02  7.78788270e+00  1.35562498e+00  1.35562498e+00
  5.06000000e+02  7.70011051e+00  1.35417201e+00  1.35417201e+00
  5.07000000e+02  7.61634046e+00  1.35124716e+00  1.35124716e+00
  5.08000000e+02  7.53664254e+00  1.35027319e+00  1.35027319e+00
  5.09000000e+02  7.46107183e+00  1.34952439e+00  1.34952439e+00
  5.10000000e+02  7.38969090e+00  1.34903759e+00  1.34903759e+00
  5.11000000e+02  7.32255487e+00  1.34878267e+00  1.34878267e+00
  5.12000000e+02  7.25971887e+00  1.34878943e+00  1.34878943e+00
  5.13000000e+02  7.20125290e+00  1.34903902e+00  1.34903902e+00
  5.14000000e+02  7.14721214e+00  1.34954507e+00  1.34954507e+00
  5.15000000e+02  7.09764433e+00  1.35030303e+00  1.35030303e+00
  5.16000000e+02  7.05261209e+00  1.35131462e+00  1.35131462e+00
  5.17000000e+02  7.01215578e+00  1.35258126e+00  1.35258126e+00
  5.18000000e+02  6.97633808e+00  1.35410475e+00  1.35410475e+00
  5.19000000e+02  6.94519938e+00  1.35588666e+00  1.35588666e+00
  5.20000000e+02  6.91878754e+00  1.35792897e+00  1.35792897e+00
  5.21000000e+02  6.89715788e+00  1.36023319e+00  1.36023319e+00
  5.22000000e+02  6.88035089e+00  1.36280082e+00  1.36280082e+00
  5.23000000e+02  6.86840708e+00  1.36563366e+00  1.36563366e+00
  5.24000000e+02  6.86135216e+00  1.36873193e+00  1.36873193e+00
  5.25000000e+02  6.85921928e+00  1.37209567e+00  1.37209567e+00
  5.26000000e+02  6.86203422e+00  1.37572493e+00  1.37572493e+00
  5.27000000e+02  6.86983022e+00  1.37961987e+00  1.37961987e+00
  5.28000000e+02  6.88264054e+00  1.38378070e+00  1.38378070e+00
  5.29000000e+02  6.90048367e+00  1.38820763e+00  1.38820763e+00
  5.30000000e+02  6.92337812e+00  1.39290096e+00  1.39290096e+00
  5.31000000e+02  6.95135729e+00  1.39786108e+00  1.39786108e+00
  5.32000000e+02  6.98442496e+00  1.40308835e+00  1.40308835e+00
  5.33000000e+02  7.02259976e+00  1.40858322e+00  1.40858322e+00
  5.34000000e+02  7.06590043e+00  1.41434614e+00  1.41434614e+00
  5.35000000e+02  7.11435315e+00  1.42037777e+00  1.42037777e+00
  5.36000000e+02  7.16796191e+00  1.42667882e+00  1.42667882e+00
  5.37000000e+02  7.22673072e+00  1.43324981e+00  1.43324981e+00
  5.38000000e+02  7.29067112e+00  1.44009122e+00  1.44009122e+00
  5.39000000e+02  7.35977239e+00  1.44720398e+00  1.44720398e+00
  5.40000000e+02  7.43403875e+00  1.45458842e+00  1.45458842e+00
  5.41000000e+02  7.51348192e+00  1.46224364e+00  1.46224364e+00
  5.42000000e+02  7.59809139e+00  1.47016842e+00  1.47016842e+00
  5.43000000e+02  7.68786416e+00  1.47836144e+00  1.47836144e+00
  5.44000000e+02  7.78279730e+00  1.48682158e+00  1.48682158e+00
  5.45000000e+02  7.88285824e+00  1.49554767e+00  1.49554767e+00
  5.46000000e+02  7.98805161e+00  1.50453852e+00  1.50453852e+00
  5.47000000e+02  8.09834501e+00  1.51379313e+00  1.51379313e+00
  5.48000000e+02  8.21366151e+00  1.52331038e+00  1.52331038e+00
  5.49000000e+02  8.33414714e+00  1.53308928e+00  1.53308928e+00
  5.50000000e+02  8.45957659e+00  1.54312873e+00  1.54312873e+00
  5.51000000e+02  8.59009596e+00  1.55342774e+00  1.55342774e+00
  5.52000000e+02  8.72555404e+00  1.56398557e+00  1.56398557e+00
  5.53000000e+02  8.86594818e+00  1.57480101e+00  1.57480101e+00
  5.54000000e+02  9.01127584e+00  1.58587299e+00  1.58587299e+00
  5.55000000e+02  9.16146026e+00  1.59720063e+00  1.59720063e+00
  5.56000000e+02  9.31649907e+00  1.60878304e+00  1.60878304e+00
  5.57000000e+02  9.47631571e+00  1.62061897e+00  1.62061897e+00
  5.58000000e+02  9.64090800e+00  1.63270584e+00  1.63270584e+00
  5.59000000e+02  9.81019955e+00  1.64504068e+00  1.64504068e+00
  5.60000000e+02  9.98418838e+00  1.65762065e+00  1.65762065e+00
  5.61000000e+02  1.01627240e+01  1.67044276e+00  1.67044276e+00
  5.62000000e+02  1.03458789e+01  1.68350413e+00  1.68350413e+00
  5.63000000e+02  1.05335029e+01  1.69680188e+00  1.69680188e+00
  5.64000000e+02  1.07255943e+01  1.71033306e+00  1.71033306e+00
  5.65000000e+02  1.09220773e+01  1.72409469e+00  1.72409469e+00
  5.66000000e+02  1.11229505e+01  1.73808385e+00  1.73808385e+00
  5.67000000e+02  1.13279899e+01  1.75229761e+00  1.75229761e+00
  5.68000000e+02  1.15372684e+01  1.76673325e+00  1.76673325e+00
  5.69000000e+02  1.17507108e+01  1.78138751e+00  1.78138751e+00
  5.70000000e+02  1.19681675e+01  1.79625728e+00  1.79625728e+00
  5.71000000e+02  1.21896375e+01  1.81133972e+00  1.81133972e+00
  5.72000000e+02  1.24149717e+01  1.82663180e+00  1.82663180e+00
  5.73000000e+02  1.26441692e+01  1.84213057e+00  1.84213057e+00
  5.74000000e+02  1.28771553e+01  1.85783266e+00  1.85783266e+00
  5.75000000e+02  1.31137810e+01  1.87373362e+00  1.87373362e+00
  5.76000000e+02  1.33540458e+01  1.88982861e+00  1.88982861e+00
  5.77000000e+02  1.35978012e+01  1.90611290e+00  1.90611290e+00
  5.78000000e+02  1.38449725e+01  1.92258163e+00  1.92258163e+00
  5.79000000e+02  1.40955598e+01  1.93923001e+00  1.93923001e+00
  5.80000000e+02  1.43493404e+01  1.95605317e+00  1.95605317e+00
  5.81000000e+02  1.46063145e+01  1.97304636e+00  1.97304636e+00
  5.82000000e+02  1.48663338e+01  1.99020458e+00  1.99020458e+00
  5.83000000e+02  1.51293244e+01  2.00752301e+00  2.00752301e+00
  5.84000000e+02  1.53952869e+01  2.02499705e+00  2.02499705e+00
  5.85000000e+02  1.56639248e+01  2.04262151e+00  2.04262151e+00
  5.86000000e+02  1.59353131e+01  2.06039137e+00  2.06039137e+00
  5.87000000e+02  1.62093041e+01  2.07830177e+00  2.07830177e+00
  5.88000000e+02  1.64857502e+01  2.09634784e+00  2.09634784e+00
  5.89000000e+02  1.67645783e+01  2.11452467e+00  2.11452467e+00
  5.90000000e+02  1.70457151e+01  2.13282725e+00  2.13282725e+00
  5.91000000e+02  1.73290134e+01  2.15125052e+00  2.15125052e+00
  5.92000000e+02  1.76144003e+01  2.16978852e+00  2.16978852e+00
  5.93000000e+02  1.79017288e+01  2.18843537e+00  2.18843537e+00
  5.94000000e+02  1.81909261e+01  2.20718492e+00  2.20718492e+00
  5.95000000e+02  1.84818453e+01  2.22603115e+00  2.22603115e+00
  5.96000000e+02  1.87744141e+01  2.24496797e+00  2.24496797e+00
  5.97000000e+02  1.90684857e+01  2.26398934e+00  2.26398934e+00
  5.98000000e+02  1.93639136e+01  2.28308930e+00  2.28308930e+00
  5.99000000e+02  1.96606998e+01  2.30226170e+00  2.30226170e+00
  6.00000000e+02  1.99586238e+01  2.32150075e+00  2.32150075e+00
  6.01000000e+02  2.02576137e+01  2.34080018e+00  2.34080018e+00
  6.02000000e+02  2.05575244e+01  2.36015365e+00  2.36015365e+00
  6.03000000e+02  2.08582854e+01  2.37955534e+00  2.37955534e+00
  6.04000000e+02  2.11597520e+01  2.39899921e+00  2.39899921e+00
  6.05000000e+02  2.14617795e+01  2.41847918e+00  2.41847918e+00
  6.06000000e+02  2.17642976e+01  2.43798916e+00  2.43798916e+00
  6.07000000e+02  2.20672363e+01  2.45752309e+00  2.45752309e+00
  6.08000000e+02  2.23703768e+01  2.47707493e+00  2.47707493e+00
  6.09000000e+02  2.26736492e+01  2.49663831e+00  2.49663831e+00
  6.10000000e+02  2.29769092e+01  2.51620685e+00  2.51620685e+00
  6.11000000e+02  2.32799385e+01  2.53577408e+00  2.53577408e+00
  6.12000000e+02  2.35827416e+01  2.55533376e+00  2.55533376e+00
  6.13000000e+02  2.38851745e+01  2.57487944e+00  2.57487944e+00
  6.14000000e+02  2.41870934e+01  2.59440480e+00  2.59440480e+00
  6.15000000e+02  2.44883545e+01  2.61390347e+00  2.61390347e+00
  6.16000000e+02  2.47888883e+01  2.63336937e+00  2.63336937e+00
  6.17000000e+02  2.50886254e+01  2.65279593e+00  2.65279593e+00
  6.18000000e+02  2.53874966e+01  2.67217661e+00  2.67217661e+00
  6.19000000e+02  2.56852097e+01  2.69150525e+00  2.69150525e+00
  6.20000000e+02  2.59818442e+01  2.71077559e+00  2.71077559e+00
  6.21000000e+02  2.62772567e+01  2.72998137e+00  2.72998137e+00
  6.22000000e+02  2.65711553e+01  2.74911621e+00  2.74911621e+00
  6.23000000e+02  2.68636195e+01  2.76817395e+00  2.76817395e+00
  6.24000000e+02  2.71544319e+01  2.78714824e+00  2.78714824e+00
  6.25000000e+02  2.74435235e+01  2.80603297e+00  2.80603297e+00
  6.26000000e+02  2.77306771e+01  2.82482231e+00  2.82482231e+00
  6.27000000e+02  2.80158237e+01  2.84351054e+00  2.84351054e+00
  6.28000000e+02  2.82988205e+01  2.86209196e+00  2.86209196e+00
  6.29000000e+02  2.85795986e+01  2.88056088e+00  2.88056088e+00
  6.30000000e+02  2.88580896e+01  2.89891173e+00  2.89891173e+00
  6.31000000e+02  2.91340018e+01  2.91713869e+00  2.91713869e+00
  6.32000000e+02  2.94074154e+01  2.93523654e+00  2.93523654e+00
  6.33000000e+02  2.96781132e+01  2.95319935e+00  2.95319935e+00
  6.34000000e+02  2.99459525e+01  2.97102133e+00  2.97102133e+00
  6.35000000e+02  3.02109389e+01  2.98869692e+00  2.98869692e+00
  6.36000000e+02  3.04728556e+01  3.00622079e+00  3.00622079e+00
  6.37000000e+02  3.07317084e+01  3.02358722e+00  3.02358722e+00
  6.38000000e+02  3.09872803e+01  3.04079086e+00  3.04079086e+00
  6.39000000e+02  3.12395772e+01  3.05782592e+00  3.05782592e+00
  6.40000000e+02  3.14883822e+01  3.07468702e+00  3.07468702e+00
  6.41000000e+02  3.17337012e+01  3.09136892e+00  3.09136892e+00
  6.42000000e+02  3.19753172e+01  3.10786592e+00  3.10786592e+00
  6.43000000e+02  3.22132362e+01  3.12417400e+00  3.12417400e+00
  6.44000000e+02  3.24473156e+01  3.14028881e+00  3.14028881e+00
  6.45000000e+02  3.26773384e+01  3.15620625e+00  3.15620625e+00
  6.46000000e+02  3.29033106e+01  3.17192226e+00  3.17192226e+00
  6.47000000e+02  3.31250895e+01  3.18743262e+00  3.18743262e+00
  6.48000000e+02  3.33425325e+01  3.20273357e+00  3.20273357e+00
  6.49000000e+02  3.35556455e+01  3.21782081e+00  3.21782081e+00
  6.50000000e+02  3.37642858e+01  3.23269007e+00  3.23269007e+00
  6.51000000e+02  3.39684595e+01  3.24733750e+00  3.24733750e+00
  6.52000000e+02  3.41680994e+01  3.26175916e+00  3.26175916e+00
  6.53000000e+02  3.43631385e+01  3.27595097e+00  3.27595097e+00
  6.54000000e+02  3.45535098e+01  3.28990902e+00  3.28990902e+00
  6.55000000e+02  3.47390720e+01  3.30362936e+00  3.30362936e+00
  6.56000000e+02  3.49199066e+01  3.31710803e+00  3.31710803e+00
  6.57000000e+02  3.50958721e+01  3.33034128e+00  3.33034128e+00
  6.58000000e+02  3.52669015e+01  3.34332508e+00  3.34332508e+00
  6.59000000e+02  3.54328532e+01  3.35605595e+00  3.35605595e+00
  6.60000000e+02  3.55937342e+01  3.36853142e+00  3.36853142e+00
  6.61000000e+02  3.57494031e+01  3.38074969e+00  3.38074969e+00
  6.62000000e+02  3.58997923e+01  3.39270859e+00  3.39270859e+00
  6.63000000e+02  3.60449088e+01  3.40440628e+00  3.40440628e+00
  6.64000000e+02  3.61846109e+01  3.41584103e+00  3.41584103e+00
  6.65000000e+02  3.63189052e+01  3.42701067e+00  3.42701067e+00
  6.66000000e+02  3.64477242e+01  3.43791306e+00  3.43791306e+00
  6.67000000e+02  3.65710745e+01  3.44854639e+00  3.44854639e+00
  6.68000000e+02  3.66888140e+01  3.45890896e+00  3.45890896e+00
  6.69000000e+02  3.68008749e+01  3.46899875e+00  3.46899875e+00
  6.70000000e+02  3.69073379e+01  3.47881405e+00  3.47881405e+00
  6.71000000e+02  3.70081349e+01  3.48835309e+00  3.48835309e+00
  6.72000000e+02  3.71031237e+01  3.49761388e+00  3.49761388e+00
  6.73000000e+02  3.71923847e+01  3.50659477e+00  3.50659477e+00
  6.74000000e+02  3.72758495e+01  3.51529402e+00  3.51529402e+00
  6.75000000e+02  3.73534498e+01  3.52370986e+00  3.52370986e+00
  6.76000000e+02  3.74251916e+01  3.53184098e+00  3.53184098e+00
  6.77000000e+02  3.74910805e+01  3.53968761e+00  3.53968761e+00
  6.78000000e+02  3.75509735e+01  3.54725018e+00  3.54725018e+00
  6.79000000e+02  3.76048763e+01  3.55452956e+00  3.55452956e+00
  6.80000000e+02  3.76527943e+01  3.56152648e+00  3.56152648e+00
  6.81000000e+02  3.76945842e+01  3.56824140e+00  3.56824140e+00
  6.82000000e+02  3.77303255e+01  3.57467457e+00  3.57467457e+00
  6.83000000e+02  3.77598747e+01  3.58082689e+00  3.58082689e+00
  6.84000000e+02  3.77833111e+01  3.58669912e+00  3.58669912e+00
  6.85000000e+02  3.78007138e+01  3.59229188e+00  3.59229188e+00
  6.86000000e+02  3.78120133e+01  3.59760588e+00  3.59760588e+00
  6.87000000e+02  3.78173627e+01  3.60264194e+00  3.60264194e+00
  6.88000000e+02  3.78166180e+01  3.60740069e+00  3.60740069e+00
  6.89000000e+02  3.78099321e+01  3.61188288e+00  3.61188288e+00
  6.90000000e+02  3.77973834e+01  3.61608927e+00  3.61608927e+00
  6.91000000e+02  3.77788275e+01  3.62002071e+00  3.62002071e+00
  6.92000000e+02  3.77543426e+01  3.62367793e+00  3.62367793e+00
  6.93000000e+02  3.77239325e+01  3.62706209e+00  3.62706209e+00
  6.94000000e+02  3.76876752e+01  3.63017579e+00  3.63017579e+00
  6.95000000e+02  3.76455000e+01  3.63302189e+00  3.63302189e+00
  6.96000000e+02  3.75973359e+01  3.63560382e+00  3.63560382e+00
  6.97000000e+02  3.75434089e+01  3.63792406e+00  3.63792406e+00
  6.98000000e+02  3.74835738e+01  3.63998537e+00  3.63998537e+00
  6.99000000e+02  3.74179076e+01  3.64179089e+00  3.64179089e+00
  7.00000000e+02  3.73464874e+01  3.64334362e+00  3.64334362e+00
  7.01000000e+02  3.72693160e+01  3.64464652e+00  3.64464652e+00
  7.02000000e+02  3.71863959e+01  3.64570241e+00  3.64570241e+00
  7.03000000e+02  3.70978783e+01  3.64651450e+00  3.64651450e+00
  7.04000000e+02  3.70036913e+01  3.64708563e+00  3.64708563e+00
  7.05000000e+02  3.69039855e+01  3.64741881e+00  3.64741881e+00
  7.06000000e+02  3.67987631e+01  3.64751691e+00  3.64751691e+00
  7.07000000e+02  3.66881745e+01  3.64738312e+00  3.64738312e+00
  7.08000000e+02  3.65720729e+01  3.64702027e+00  3.64702027e+00
  7.09000000e+02  3.64507570e+01  3.64643137e+00  3.64643137e+00
  7.10000000e+02  3.63241539e+01  3.64561961e+00  3.64561961e+00
  7.11000000e+02  3.61923391e+01  3.64458986e+00  3.64458986e+00
  7.12000000e+02  3.60553880e+01  3.64334719e+00  3.64334719e+00
  7.13000000e+02  3.59133015e+01  3.64189624e+00  3.64189624e+00
  7.14000000e+02  3.57662289e+01  3.64024166e+00  3.64024166e+00
  7.15000000e+02  3.56141708e+01  3.63838852e+00  3.63838852e+00
  7.16000000e+02  3.54571277e+01  3.63634176e+00  3.63634176e+00
  7.17000000e+02  3.52951740e+01  3.63410622e+00  3.63410622e+00
  7.18000000e+02  3.51283841e+01  3.63168676e+00  3.63168676e+00
  7.19000000e+02  3.49569066e+01  3.62908821e+00  3.62908821e+00
  7.20000000e+02  3.47807411e+01  3.62631543e+00  3.62631543e+00
  7.21000000e+02  3.46001101e+01  3.62337323e+00  3.62337323e+00
  7.22000000e+02  3.44150130e+01  3.62026637e+00  3.62026637e+00
  7.23000000e+02  3.42256719e+01  3.61699969e+00  3.61699969e+00
  7.24000000e+02  3.40321602e+01  3.61357794e+00  3.61357794e+00
  7.25000000e+02  3.38345510e+01  3.61000597e+00  3.61000597e+00
  7.26000000e+02  3.36329175e+01  3.60628836e+00  3.60628836e+00
  7.27000000e+02  3.34274068e+01  3.60243016e+00  3.60243016e+00
  7.28000000e+02  3.32180172e+01  3.59843761e+00  3.59843761e+00
  7.29000000e+02  3.30049699e+01  3.59431628e+00  3.59431628e+00
  7.30000000e+02  3.27881888e+01  3.59007198e+00  3.59007198e+00
  7.31000000e+02  3.25678945e+01  3.58571096e+00  3.58571096e+00
  7.32000000e+02  3.23440849e+01  3.58123921e+00  3.58123921e+00
  7.33000000e+02  3.21169804e+01  3.57666246e+00  3.57666246e+00
  7.34000000e+02  3.18865041e+01  3.57198694e+00  3.57198694e+00
  7.35000000e+02  3.16529506e+01  3.56721830e+00  3.56721830e+00
  7.36000000e+02  3.14163912e+01  3.56236234e+00  3.56236234e+00
  7.37000000e+02  3.11768230e+01  3.55742492e+00  3.55742492e+00
  7.38000000e+02  3.09344655e+01  3.55241183e+00  3.55241183e+00
  7.39000000e+02  3.06893897e+01  3.54732890e+00  3.54732890e+00
  7.40000000e+02  3.04417408e+01  3.54218171e+00  3.54218171e+00
  7.41000000e+02  3.01916636e+01  3.53697596e+00  3.53697596e+00
  7.42000000e+02  2.99392288e+01  3.53171713e+00  3.53171713e+00
  7.43000000e+02  2.96845808e+01  3.52641039e+00  3.52641039e+00
  7.44000000e+02  2.94278643e+01  3.52105932e+00  3.52105932e+00
  7.45000000e+02  2.91692235e+01  3.51567310e+00  3.51567310e+00
  7.46000000e+02  2.89087285e+01  3.51025736e+00  3.51025736e+00
