# l                Dl               -dDl             +dDl
# Planck PR4 / NPIPE best-fit EE spectra (Tristram+2021)
# doi:10.1051/0004-6361/202039585
  7.47000000e+02  2.86465233e+01  3.50481909e+00  3.50481909e+00
  7.48000000e+02  2.83826776e+01  3.49936428e+00  3.49936428e+00
  7.49000000e+02  2.81173352e+01  3.49389927e+00  3.49389927e+00
  7.50000000e+02  2.78506398e+01  3.48843009e+00  3.48843009e+00
  7.51000000e+02  2.75826603e+01  3.48296283e+00  3.48296283e+00
  7.52000000e+02  2.73135389e+01  3.47750359e+00  3.47750359e+00
  7.53000000e+02  2.70433426e+01  3.47205837e+00  3.47205837e+00
  7.54000000e+02  2.67722131e+01  3.46663314e+00  3.46663314e+00
  7.55000000e+02  2.65003660e+01  3.46123381e+00  3.46123381e+00
  7.56000000e+02  2.62278681e+01  3.45586620e+00  3.45586620e+00
  7.57000000e+02  2.59549349e+01  3.45053621e+00  3.45053621e+00
  7.58000000e+02  2.56815588e+01  3.44524954e+00  3.44524954e+00
  7.59000000e+02  2.54080294e+01  3.44001208e+00  3.44001208e+00
  7.60000000e+02  2.51344130e+01  3.43482975e+00  3.43482975e+00
  7.61000000e+02  2.48608505e+01  3.42970810e+00  3.42970810e+00
  7.62000000e+02  2.45874082e+01  3.42465187e+00  3.42465187e+00
  7.63000000e+02  2.43142265e+01  3.41966727e+00  3.41966727e+00
  7.64000000e+02  2.40413716e+01  3.41475953e+00  3.41475953e+00
  7.65000000e+02  2.37690582e+01  3.40993415e+00  3.40993415e+00
  7.66000000e+02  2.34973521e+01  3.40519641e+00  3.40519641e+00
  7.67000000e+02  2.32262452e+01  3.40055175e+00  3.40055175e+00
  7.68000000e+02  2.29560259e+01  3.39600530e+00  3.39600530e+00
  7.69000000e+02  2.26868344e+01  3.39156221e+00  3.39156221e+00
  7.70000000e+02  2.24187364e+01  3.38722780e+00  3.38722780e+00
  7.71000000e+02  2.21518717e+01  3.38300726e+00  3.38300726e+00
  7.72000000e+02  2.18864545e+01  3.37890560e+00  3.37890560e+00
  7.73000000e+02  2.16225502e+01  3.37492784e+00  3.37492784e+00
  7.74000000e+02  2.13602988e+01  3.37107904e+00  3.37107904e+00
  7.75000000e+02  2.10998397e+01  3.36736417e+00  3.36736417e+00
  7.76000000e+02  2.08413128e+01  3.36378853e+00  3.36378853e+00
  7.77000000e+02  2.05847832e+01  3.36035678e+00  3.36035678e+00
  7.78000000e+02  2.03303906e+01  3.35707304e+00  3.35707304e+00
  7.79000000e+02  2.00782003e+01  3.35394198e+00  3.35394198e+00
  7.80000000e+02  1.98284259e+01  3.35096893e+00  3.35096893e+00
  7.81000000e+02  1.95810585e+01  3.34815530e+00  3.34815530e+00
  7.82000000e+02  1.93362375e+01  3.34550603e+00  3.34550603e+00
  7.83000000e+02  1.90941024e+01  3.34302561e+00  3.34302561e+00
  7.84000000e+02  1.88547182e+01  3.34071800e+00  3.34071800e+00
  7.85000000e+02  1.86181502e+01  3.33858716e+00  3.33858716e+00
  7.86000000e+02  1.83845378e+01  3.33663680e+00  3.33663680e+00
  7.87000000e+02  1.81539460e+01  3.33487104e+00  3.33487104e+00
  7.88000000e+02  1.79265144e+01  3.33329364e+00  3.33329364e+00
  7.89000000e+02  1.77023824e+01  3.33190841e+00  3.33190841e+00
  7.90000000e+02  1.74816151e+01  3.33071929e+00  3.33071929e+00
  7.91000000e+02  1.72644263e+01  3.32972996e+00  3.32972996e+00
  7.92000000e+02  1.70509554e+01  3.32894448e+00  3.32894448e+00
  7.93000000e+02  1.68413420e+01  3.32836630e+00  3.32836630e+00
  7.94000000e+02  1.66356513e+01  3.32799843e+00  3.32799843e+00
  7.95000000e+02  1.64340973e+01  3.32784479e+00  3.32784479e+00
  7.96000000e+02  1.62366708e+01  3.32790796e+00  3.32790796e+00
  7.97000000e+02  1.60434374e+01  3.32819059e+00  3.32819059e+00
  7.98000000e+02  1.58544623e+01  3.32869496e+00  3.32869496e+00
  7.99000000e+02  1.56698112e+01  3.32942351e+00  3.32942351e+00
  8.00000000e+02  1.54895494e+01  3.33037878e+00  3.33037878e+00
  8.01000000e+02  1.53136681e+01  3.33156310e+00  3.33156310e+00
  8.02000000e+02  1.51421571e+01  3.33297888e+00  3.33297888e+00
  8.03000000e+02  1.49753032e+01  3.33462866e+00  3.33462866e+00
  8.04000000e+02  1.48130218e+01  3.33651478e+00  3.33651478e+00
  8.05000000e+02  1.46556000e+01  3.33863982e+00  3.33863982e+00
  8.06000000e+02  1.45030276e+01  3.34100580e+00  3.34100580e+00
  8.07000000e+02  1.43554432e+01  3.34361556e+00  3.34361556e+00
  8.08000000e+02  1.42129854e+01  3.34647215e+00  3.34647215e+00
  8.09000000e+02  1.40757187e+01  3.34957725e+00  3.34957725e+00
  8.10000000e+02  1.39437076e+01  3.35293279e+00  3.35293279e+00
  8.11000000e+02  1.38170167e+01  3.35654166e+00  3.35654166e+00
  8.12000000e+02  1.36955624e+01  3.36040596e+00  3.36040596e+00
  8.13000000e+02  1.35794836e+01  3.36452653e+00  3.36452653e+00
  8.14000000e+02  1.34687712e+01  3.36890428e+00  3.36890428e+00
  8.15000000e+02  1.33634159e+01  3.37353955e+00  3.37353955e+00
  8.16000000e+02  1.32635572e+01  3.37843321e+00  3.37843321e+00
  8.17000000e+02  1.31691862e+01  3.38358602e+00  3.38358602e+00
  8.18000000e+02  1.30803684e+01  3.38899849e+00  3.38899849e+00
  8.19000000e+02  1.29970952e+01  3.39467149e+00  3.39467149e+00
  8.20000000e+02  1.29195808e+01  3.40060571e+00  3.40060571e+00
  8.21000000e+02  1.28477425e+01  3.40680203e+00  3.40680203e+00
  8.22000000e+02  1.27817208e+01  3.41326121e+00  3.41326121e+00
  8.23000000e+02  1.27215074e+01  3.41998408e+00  3.41998408e+00
  8.24000000e+02  1.26671688e+01  3.42697199e+00  3.42697199e+00
  8.25000000e+02  1.26186972e+01  3.43422551e+00  3.43422551e+00
  8.26000000e+02  1.25761591e+01  3.44174480e+00  3.44174480e+00
  8.27000000e+02  1.25394730e+01  3.44953121e+00  3.44953121e+00
  8.28000000e+02  1.25087058e+01  3.45758602e+00  3.45758602e+00
  8.29000000e+02  1.24838503e+01  3.46590969e+00  3.46590969e+00
  8.30000000e+02  1.24649739e+01  3.47450184e+00  3.47450184e+00
  8.31000000e+02  1.24519955e+01  3.48336273e+00  3.48336273e+00
  8.32000000e+02  1.24449829e+01  3.49249173e+00  3.49249173e+00
  8.33000000e+02  1.24440039e+01  3.50188867e+00  3.50188867e+00
  8.34000000e+02  1.24490523e+01  3.51155309e+00  3.51155309e+00
  8.35000000e+02  1.24601221e+01  3.52148477e+00  3.52148477e+00
  8.36000000e+02  1.24772816e+01  3.53168385e+00  3.53168385e+00
  8.37000000e+02  1.25005254e+01  3.54214983e+00  3.54214983e+00
  8.38000000e+02  1.25298478e+01  3.55288271e+00  3.55288271e+00
  8.39000000e+02  1.25651695e+01  3.56388242e+00  3.56388242e+00
  8.40000000e+02  1.26064852e+01  3.57514948e+00  3.57514948e+00
  8.41000000e+02  1.26537160e+01  3.58668316e+00  3.58668316e+00
  8.42000000e+02  1.27068572e+01  3.59848286e+00  3.59848286e+00
  8.43000000e+02  1.27658300e+01  3.61054912e+00  3.61054912e+00
  8.44000000e+02  1.28305559e+01  3.62288199e+00  3.62288199e+00
  8.45000000e+02  1.29011052e+01  3.63548153e+00  3.63548153e+00
  8.46000000e+02  1.29774742e+01  3.64834731e+00  3.64834731e+00
  8.47000000e+02  1.30597335e+01  3.66147770e+00  3.66147770e+00
  8.48000000e+02  1.31478055e+01  3.67487033e+00  3.67487033e+00
  8.49000000e+02  1.32417613e+01  3.68852303e+00  3.68852303e+00
  8.50000000e+02  1.33415980e+01  3.70243392e+00  3.70243392e+00
  8.51000000e+02  1.34473871e+01  3.71660063e+00  3.71660063e+00
  8.52000000e+02  1.35589035e+01  3.73102137e+00  3.73102137e+00
  8.53000000e+02  1.36761450e+01  3.74569411e+00  3.74569411e+00
  8.54000000e+02  1.37989611e+01  3.76061637e+00  3.76061637e+00
  8.55000000e+02  1.39272758e+01  3.77578653e+00  3.77578653e+00
  8.56000000e+02  1.40610133e+01  3.79120311e+00  3.79120311e+00
  8.57000000e+02  1.41999497e+01  3.80686364e+00  3.80686364e+00
  8.58000000e+02  1.43441580e+01  3.82276526e+00  3.82276526e+00
  8.59000000e+02  1.44934890e+01  3.83890699e+00  3.83890699e+00
  8.60000000e+02  1.46480164e+01  3.85528650e+00  3.85528650e+00
  8.61000000e+02  1.48076655e+01  3.87190186e+00  3.87190186e+00
  8.62000000e+02  1.49723620e+01  3.88875140e+00  3.88875140e+00
  8.63000000e+02  1.51422544e+01  3.90583292e+00  3.90583292e+00
  8.64000000e+02  1.53171946e+01  3.92314362e+00  3.92314362e+00
  8.65000000e+02  1.54971831e+01  3.94068031e+00  3.94068031e+00
  8.66000000e+02  1.56821464e+01  3.95844059e+00  3.95844059e+00
  8.67000000e+02  1.58720112e+01  3.97642100e+00  3.97642100e+00
  8.68000000e+02  1.60666302e+01  3.99461888e+00  3.99461888e+00
  8.69000000e+02  1.62659305e+01  4.01303122e+00  4.01303122e+00
  8.70000000e+02  1.64699138e+01  4.03165537e+00  4.03165537e+00
  8.71000000e+02  1.66783592e+01  4.05048803e+00  4.05048803e+00
  8.72000000e+02  1.68911944e+01  4.06952713e+00  4.06952713e+00
  8.73000000e+02  1.71082733e+01  4.08876911e+00  4.08876911e+00
  8.74000000e+02  1.73295983e+01  4.10821063e+00  4.10821063e+00
  8.75000000e+02  1.75550237e+01  4.12784912e+00  4.12784912e+00
  8.76000000e+02  1.77844039e+01  4.14768170e+00  4.14768170e+00
  8.77000000e+02  1.80175934e+01  4.16770564e+00  4.16770564e+00
  8.78000000e+02  1.82545215e+01  4.18791784e+00  4.18791784e+00
  8.79000000e+02  1.84951174e+01  4.20831541e+00  4.20831541e+00
  8.80000000e+02  1.87392364e+01  4.22889541e+00  4.22889541e+00
  8.81000000e+02  1.89868083e+01  4.24965355e+00  4.24965355e+00
  8.82000000e+02  1.92378372e+01  4.27058610e+00  4.27058610e+00
  8.83000000e+02  1.94921048e+01  4.29168838e+00  4.29168838e+00
  8.84000000e+02  1.97496899e+01  4.31295649e+00  4.31295649e+00
  8.85000000e+02  2.00104489e+01  4.33438618e+00  4.33438618e+00
  8.86000000e+02  2.02742382e+01  4.35597303e+00  4.35597303e+00
  8.87000000e+02  2.05410631e+01  4.37771322e+00  4.37771322e+00
  8.88000000e+02  2.08107803e+01  4.39960306e+00  4.39960306e+00
  8.89000000e+02  2.10831727e+01  4.42163758e+00  4.42163758e+00
  8.90000000e+02  2.13582461e+01  4.44381197e+00  4.44381197e+00
  8.91000000e+02  2.16358578e+01  4.46612269e+00  4.46612269e+00
  8.92000000e+02  2.19158654e+01  4.48856518e+00  4.48856518e+00
  8.93000000e+02  2.21982011e+01  4.51113560e+00  4.51113560e+00
  8.94000000e+02  2.24825742e+01  4.53382929e+00  4.53382929e+00
  8.95000000e+02  2.27690657e+01  4.55664232e+00  4.55664232e+00
  8.96000000e+02  2.30573853e+01  4.57957008e+00  4.57957008e+00
  8.97000000e+02  2.33474658e+01  4.60260868e+00  4.60260868e+00
  8.98000000e+02  2.36391658e+01  4.62575314e+00  4.62575314e+00
  8.99000000e+02  2.39322698e+01  4.64899879e+00  4.64899879e+00
  9.00000000e+02  2.42267853e+01  4.67234121e+00  4.67234121e+00
  9.01000000e+02  2.45224232e+01  4.69577546e+00  4.69577546e+00
  9.02000000e+02  2.48191929e+01  4.71929697e+00  4.71929697e+00
  9.03000000e+02  2.51169558e+01  4.74290075e+00  4.74290075e+00
  9.04000000e+02  2.54155732e+01  4.76658319e+00  4.76658319e+00
  9.05000000e+02  2.57149069e+01  4.79033876e+00  4.79033876e+00
  9.06000000e+02  2.60149672e+01  4.81416203e+00  4.81416203e+00
  9.07000000e+02  2.63154673e+01  4.83804866e+00  4.83804866e+00
  9.08000000e+02  2.66163435e+01  4.86199412e+00  4.86199412e+00
  9.09000000e+02  2.69176066e+01  4.88599356e+00  4.88599356e+00
  9.10000000e+02  2.72190446e+01  4.91004252e+00  4.91004252e+00
  9.11000000e+02  2.75205197e+01  4.93413574e+00  4.93413574e+00
  9.12000000e+02  2.78219687e+01  4.95826895e+00  4.95826895e+00
  9.13000000e+02  2.81233286e+01  4.98243660e+00  4.98243660e+00
  9.14000000e+02  2.84243876e+01  5.00663471e+00  5.00663471e+00
  9.15000000e+02  2.87250830e+01  5.03085795e+00  5.03085795e+00
  9.16000000e+02  2.90253517e+01  5.05510105e+00  5.05510105e+00
  9.17000000e+02  2.93249083e+01  5.07935913e+00  5.07935913e+00
  9.18000000e+02  2.96237642e+01  5.10362726e+00  5.10362726e+00
  9.19000000e+02  2.99217084e+01  5.12790026e+00  5.12790026e+00
  9.20000000e+02  3.02186783e+01  5.15217375e+00  5.15217375e+00
  9.21000000e+02  3.05144629e+01  5.17644200e+00  5.17644200e+00
  9.22000000e+02  3.08089998e+01  5.20069919e+00  5.20069919e+00
  9.23000000e+02  3.11022266e+01  5.22494097e+00  5.22494097e+00
  9.24000000e+02  3.13940067e+01  5.24916223e+00  5.24916223e+00
  9.25000000e+02  3.16841293e+01  5.27335776e+00  5.27335776e+00
  9.26000000e+02  3.19726065e+01  5.29752253e+00  5.29752253e+00
  9.27000000e+02  3.22592276e+01  5.32165147e+00  5.32165147e+00
  9.28000000e+02  3.25440046e+01  5.34573947e+00  5.34573947e+00
  9.29000000e+02  3.28267269e+01  5.36978137e+00  5.36978137e+00
  9.30000000e+02  3.31072581e+01  5.39377229e+00  5.39377229e+00
  9.31000000e+02  3.33855360e+01  5.41770710e+00  5.41770710e+00
  9.32000000e+02  3.36614243e+01  5.44158209e+00  5.44158209e+00
  9.33000000e+02  3.39348609e+01  5.46539289e+00  5.46539289e+00
  9.34000000e+02  3.42055608e+01  5.48913648e+00  5.48913648e+00
  9.35000000e+02  3.44735362e+01  5.51280869e+00  5.51280869e+00
  9.36000000e+02  3.47385764e+01  5.53640668e+00  5.53640668e+00
  9.37000000e+02  3.50006935e+01  5.55992609e+00  5.55992609e+00
  9.38000000e+02  3.52597510e+01  5.58336212e+00  5.58336212e+00
  9.39000000e+02  3.55156125e+01  5.60671163e+00  5.60671163e+00
  9.40000000e+02  3.57680670e+01  5.62997122e+00  5.62997122e+00
  9.41000000e+02  3.60172009e+01  5.65313691e+00  5.65313691e+00
  9.42000000e+02  3.62628032e+01  5.67620483e+00  5.67620483e+00
  9.43000000e+02  3.65047373e+01  5.69917159e+00  5.69917159e+00
  9.44000000e+02  3.67430148e+01  5.72203327e+00  5.72203327e+00
  9.45000000e+02  3.69774990e+01  5.74478600e+00  5.74478600e+00
  9.46000000e+02  3.72081272e+01  5.76742630e+00  5.76742630e+00
  9.47000000e+02  3.74346882e+01  5.78995033e+00  5.78995033e+00
  9.48000000e+02  3.76572676e+01  5.81235466e+00  5.81235466e+00
  9.49000000e+02  3.78757284e+01  5.83463573e+00  5.83463573e+00
  9.50000000e+02  3.80899333e+01  5.85679002e+00  5.85679002e+00
  9.51000000e+02  3.82997453e+01  5.87881479e+00  5.87881479e+00
  9.52000000e+02  3.85051772e+01  5.90070720e+00  5.90070720e+00
  9.53000000e+02  3.87060937e+01  5.92246342e+00  5.92246342e+00
  9.54000000e+02  3.89024335e+01  5.94407922e+00  5.94407922e+00
  9.55000000e+02  3.90940611e+01  5.96555229e+00  5.96555229e+00
  9.56000000e+02  3.92809150e+01  5.98687929e+00  5.98687929e+00
  9.57000000e+02  3.94629335e+01  6.00805678e+00  6.00805678e+00
  9.58000000e+02  3.96401293e+01  6.02908210e+00  6.02908210e+00
  9.59000000e+02  3.98123660e+01  6.04995156e+00  6.04995156e+00
  9.60000000e+02  3.99797303e+01  6.07066202e+00  6.07066202e+00
  9.61000000e+02  4.01420114e+01  6.09121044e+00  6.09121044e+00
  9.62000000e+02  4.02992956e+01  6.11159366e+00  6.11159366e+00
  9.63000000e+02  4.04515202e+01  6.13180837e+00  6.13180837e+00
  9.64000000e+02  4.05985485e+01  6.15185158e+00  6.15185158e+00
  9.65000000e+02  4.07404660e+01  6.17172044e+00  6.17172044e+00
  9.66000000e+02  4.08770612e+01  6.19141369e+00  6.19141369e+00
  9.67000000e+02  4.10083453e+01  6.21093052e+00  6.21093052e+00
  9.68000000e+02  4.11342548e+01  6.23027076e+00  6.23027076e+00
  9.69000000e+02  4.12547262e+01  6.24943298e+00  6.24943298e+00
  9.70000000e+02  4.13696214e+01  6.26841518e+00  6.26841518e+00
  9.71000000e+02  4.14790995e+01  6.28721751e+00  6.28721751e+00
  9.72000000e+02  4.15829475e+01  6.30583869e+00  6.30583869e+00
  9.73000000e+02  4.16811756e+01  6.32427828e+00  6.32427828e+00
  9.74000000e+02  4.17738678e+01  6.34253541e+00  6.34253541e+00
  9.75000000e+02  4.18608106e+01  6.36060878e+00  6.36060878e+00
  9.76000000e+02  4.19421621e+01  6.37849840e+00  6.37849840e+00
  9.77000000e+02  4.20177085e+01  6.39620274e+00  6.39620274e+00
  9.78000000e+02  4.20876073e+01  6.41372145e+00  6.41372145e+00
  9.79000000e+02  4.21517928e+01  6.43105362e+00  6.43105362e+00
  9.80000000e+02  4.22101249e+01  6.44819845e+00  6.44819845e+00
  9.81000000e+02  4.22628348e+01  6.46515557e+00  6.46515557e+00
  9.82000000e+02  4.23097076e+01  6.48192416e+00  6.48192416e+00
  9.83000000e+02  4.23508995e+01  6.49850441e+00  6.49850441e+00
  9.84000000e+02  4.23862697e+01  6.51489859e+00  6.51489859e+00
  9.85000000e+02  4.24158254e+01  6.53110563e+00  6.53110563e+00
  9.86000000e+02  4.24395736e+01  6.54712630e+00  6.54712630e+00
  9.87000000e+02  4.24575213e+01  6.56296111e+00  6.56296111e+00
  9.88000000e+02  4.24695263e+01  6.57861060e+00  6.57861060e+00
  9.89000000e+02  4.24757436e+01  6.59407608e+00  6.59407608e+00
  9.90000000e+02  4.24759566e+01  6.60936013e+00  6.60936013e+00
  9.91000000e+02  4.24702451e+01  6.62446006e+00  6.62446006e+00
  9.92000000e+02  4.24586893e+01  6.63942278e+00  6.63942278e+00
  9.93000000e+02  4.24411457e+01  6.65415812e+00  6.65415812e+00
  9.94000000e+02  4.24177681e+01  6.66876622e+00  6.66876622e+00
  9.95000000e+02  4.23885613e+01  6.68314176e+00  6.68314176e+00
  9.96000000e+02  4.23535298e+01  6.69745304e+00  6.69745304e+00
  9.97000000e+02  4.23126037e+01  6.71146991e+00  6.71146991e+00
  9.98000000e+02  4.22658613e+01  6.73994253e+00  6.73994253e+00
  9.99000000e+02  4.22133807e+01  6.75362941e+00  6.75362941e+00
  1.00000000e+03  4.21550910e+01  8.22880288e+00  8.22880288e+00
  1.00100000e+03  4.20909954e+01  8.24355646e+00  8.24355646e+00
  1.00200000e+03  4.20210964e+01  8.33684621e+00  8.33684621e+00
  1.00300000e+03  4.19453960e+01  8.35126298e+00  8.35126298e+00
  1.00400000e+03  4.18638959e+01  8.36698397e+00  8.36698397e+00
  1.00500000e+03  4.17765977e+01  8.38103628e+00  8.38103628e+00
  1.00600000e+03  4.16836511e+01  8.39493031e+00  8.39493031e+00
  1.00700000e+03  4.15852058e+01  8.40862047e+00  8.40862047e+00
  1.00800000e+03  4.14814108e+01  8.42215342e+00  8.42215342e+00
  1.00900000e+03  4.13724153e+01  8.43548992e+00  8.43548992e+00
  1.01000000e+03  4.12584422e+01  8.44865087e+00  8.44865087e+00
  1.01100000e+03  4.11394914e+01  8.46164335e+00  8.46164335e+00
  1.01200000e+03  4.10157853e+01  8.47446674e+00  8.47446674e+00
  1.01300000e+03  4.08872490e+01  8.48712664e+00  8.48712664e+00
  1.01400000e+03  4.07538815e+01  8.49962385e+00  8.49962385e+00
  1.01500000e+03  4.06155330e+01  8.51196131e+00  8.51196131e+00
  1.01600000e+03  4.04722763e+01  8.52414292e+00  8.52414292e+00
  1.01700000e+03  4.03238869e+01  8.53617288e+00  8.53617288e+00
  1.01800000e+03  4.01703626e+01  8.54805304e+00  8.54805304e+00
  1.01900000e+03  4.00117754e+01  8.55978984e+00  8.55978984e+00
  1.02000000e+03  3.98480484e+01  8.57138788e+00  8.57138788e+00
  1.02100000e+03  3.96795504e+01  8.58285098e+00  8.58285098e+00
  1.02200000e+03  3.95062780e+01  8.59418427e+00  8.59418427e+00
  1.02300000e+03  3.93284508e+01  8.60539258e+00  8.60539258e+00
  1.02400000e+03  3.91462137e+01  8.61647951e+00  8.61647951e+00
  1.02500000e+03  3.89597856e+01  8.62744982e+00  8.62744982e+00
  1.02600000e+03  3.87692367e+01  8.63830822e+00  8.63830822e+00
  1.02700000e+03  3.85746368e+01  8.64905930e+00  8.64905930e+00
  1.02800000e+03  3.83760556e+01  8.65970708e+00  8.65970708e+00
  1.02900000e+03  3.81735622e+01  8.67025664e+00  8.67025664e+00
  1.03000000e+03  3.79671517e+01  8.68071144e+00  8.68071144e+00
  1.03100000e+03  3.77569670e+01  8.69107658e+00  8.69107658e+00
  1.03200000e+03  3.75430025e+01  8.70135811e+00  8.70135811e+00
  1.03300000e+03  3.73253265e+01  8.71155876e+00  8.71155876e+00
  1.03400000e+03  3.71040072e+01  8.72168097e+00  8.72168097e+00
  1.03500000e+03  3.68792609e+01  8.73173203e+00  8.73173203e+00
  1.03600000e+03  3.66511553e+01  8.74171544e+00  8.74171544e+00
  1.03700000e+03  3.64198322e+01  8.75163624e+00  8.75163624e+00
  1.03800000e+03  3.61854329e+01  8.76149848e+00  8.76149848e+00
  1.03900000e+03  3.59480987e+01  8.77130728e+00  8.77130728e+00
  1.04000000e+03  3.57078220e+01  8.78106643e+00  8.78106643e+00
  1.04100000e+03  3.54648179e+01  8.79078110e+00  8.79078110e+00
  1.04200000e+03  3.52189299e+01  8.80045534e+00  8.80045534e+00
  1.04300000e+03  3.49702983e+01  8.81009353e+00  8.81009353e+00
  1.04400000e+03  3.47189147e+01  8.81970063e+00  8.81970063e+00
  1.04500000e+03  3.44646962e+01  8.82928004e+00  8.82928004e+00
  1.04600000e+03  3.42078570e+01  8.83883704e+00  8.83883704e+00
  1.04700000e+03  3.39482394e+01  8.84837527e+00  8.84837527e+00
  1.04800000e+03  3.36860571e+01  8.85790185e+00  8.85790185e+00
  1.04900000e+03  3.34215979e+01  8.86741835e+00  8.86741835e+00
  1.05000000e+03  3.31550009e+01  8.87692806e+00  8.87692806e+00
  1.05100000e+03  3.28864788e+01  8.88643771e+00  8.88643771e+00
  1.05200000e+03  3.26160946e+01  8.89595164e+00  8.89595164e+00
  1.05300000e+03  3.23442076e+01  8.90547616e+00  8.90547616e+00
  1.05400000e+03  3.20709545e+01  8.91501550e+00  8.91501550e+00
  1.05500000e+03  3.17963973e+01  8.92457508e+00  8.92457508e+00
  1.05600000e+03  3.15205978e+01  8.93415986e+00  8.93415986e+00
  1.05700000e+03  3.12436923e+01  8.94377473e+00  8.94377473e+00
  1.05800000e+03  3.09657422e+01  8.95342563e+00  8.95342563e+00
  1.05900000e+03  3.06868092e+01  8.96311643e+00  8.96311643e+00
  1.06000000e+03  3.04070288e+01  8.97285221e+00  8.97285221e+00
  1.06100000e+03  3.01264625e+01  8.98263833e+00  8.98263833e+00
  1.06200000e+03  2.98452455e+01  8.99247956e+00  8.99247956e+00
  1.06300000e+03  2.95633646e+01  9.00238068e+00  9.00238068e+00
  1.06400000e+03  2.92810295e+01  9.01234800e+00  9.01234800e+00
  1.06500000e+03  2.89983009e+01  9.02238561e+00  9.02238561e+00
  1.06600000e+03  2.87152395e+01  9.03249540e+00  9.03249540e+00
  1.06700000e+03  2.84319804e+01  9.04268448e+00  9.04268448e+00
  1.06800000e+03  2.81486584e+01  9.05295627e+00  9.05295627e+00
  1.06900000e+03  2.78653340e+01  9.06331626e+00  9.06331626e+00
  1.07000000e+03  2.75821420e+01  9.07376715e+00  9.07376715e+00
  1.07100000e+03  2.72991428e+01  9.08431425e+00  9.08431425e+00
  1.07200000e+03  2.70165452e+01  9.09496125e+00  9.09496125e+00
  1.07300000e+03  2.67344096e+01  9.10571211e+00  9.10571211e+00
  1.07400000e+03  2.64528705e+01  9.11657106e+00  9.11657106e+00
  1.07500000e+03  2.61720623e+01  9.12754233e+00  9.12754233e+00
  1.07600000e+03  2.58920453e+01  9.13862961e+00  9.13862961e+00
  1.07700000e+03  2.56128795e+01  9.14983686e+00  9.14983686e+00
  1.07800000e+03  2.53347738e+01  9.16116867e+00  9.16116867e+00
  1.07900000e+03  2.50577881e+01  9.17262819e+00  9.17262819e+00
  1.08000000e+03  2.47819827e+01  9.18422208e+00  9.18422208e+00
  1.08100000e+03  2.45075660e+01  9.19595268e+00  9.19595268e+00
  1.08200000e+03  2.42345241e+01  9.20782053e+00  9.20782053e+00
  1.08300000e+03  2.39629913e+01  9.21983310e+00  9.21983310e+00
  1.08400000e+03  2.36931019e+01  9.23199273e+00  9.23199273e+00
  1.08500000e+03  2.34249162e+01  9.24430374e+00  9.24430374e+00
  1.08600000e+03  2.31584944e+01  9.25676892e+00  9.25676892e+00
  1.08700000e+03  2.28938965e+01  9.26939214e+00  9.26939214e+00
  1.08800000e+03  2.26313315e+01  9.28217619e+00  9.28217619e+00
  1.08900000e+03  2.23708596e+01  9.29512485e+00  9.29512485e+00
  1.09000000e+03  2.21124670e+01  9.30824100e+00  9.30824100e+00
  1.09100000e+03  2.18563625e+01  9.32152842e+00  9.32152842e+00
  1.09200000e+03  2.16026066e+01  9.33498999e+00  9.33498999e+00
  1.09300000e+03  2.13513342e+01  9.34862895e+00  9.34862895e+00
  1.09400000e+03  2.11026058e+01  9.36244926e+00  9.36244926e+00
  1.09500000e+03  2.08565564e+01  9.37645317e+00  9.37645317e+00
  1.09600000e+03  2.06132469e+01  9.39064662e+00  9.39064662e+00
  1.09700000e+03  2.03728122e+01  9.40503114e+00  9.40503114e+00
  1.09800000e+03  2.01352392e+01  9.41960790e+00  9.41960790e+00
  1.09900000e+03  1.99007374e+01  9.43438095e+00  9.43438095e+00
  1.10000000e+03  1.96692938e+01  9.44935452e+00  9.44935452e+00
  1.10100000e+03  1.94408949e+01  9.46453068e+00  9.46453068e+00
  1.10200000e+03  1.92157492e+01  9.47991303e+00  9.47991303e+00
  1.10300000e+03  1.89939163e+01  9.49550211e+00  9.49550211e+00
  1.10400000e+03  1.87754560e+01  9.51130125e+00  9.51130125e+00
  1.10500000e+03  1.85603538e+01  9.52731252e+00  9.52731252e+00
  1.10600000e+03  1.83487441e+01  9.54353835e+00  9.54353835e+00
  1.10700000e+03  1.81406870e+01  9.55997919e+00  9.55997919e+00
  1.10800000e+03  1.79362429e+01  9.57663909e+00  9.57663909e+00
  1.10900000e+03  1.77355465e+01  9.59351913e+00  9.59351913e+00
  1.11000000e+03  1.75385842e+01  9.61062192e+00  9.61062192e+00
  1.11100000e+03  1.73454911e+01  9.62794935e+00  9.62794935e+00
  1.11200000e+03  1.71561796e+01  9.64550565e+00  9.64550565e+00
  1.11300000e+03  1.69708594e+01  9.66329127e+00  9.66329127e+00
  1.11400000e+03  1.67895920e+01  9.68130621e+00  9.68130621e+00
  1.11500000e+03  1.66122903e+01  9.69955398e+00  9.69955398e+00
  1.11600000e+03  1.64391646e+01  9.71803737e+00  9.71803737e+00
  1.11700000e+03  1.62701283e+01  9.73675845e+00  9.73675845e+00
  1.11800000e+03  1.61053178e+01  9.75571812e+00  9.75571812e+00
  1.11900000e+03  1.59447955e+01  9.77491926e+00  9.77491926e+00
  1.12000000e+03  1.57884753e+01  9.79436124e+00  9.79436124e+00
  1.12100000e+03  1.56365687e+01  9.81404586e+00  9.81404586e+00
  1.12200000e+03  1.54889900e+01  9.83397375e+00  9.83397375e+00
