# ell,Dl_TT,Dl_EE,Dl_TE
2.640000000000000000e+02,5.065188613733278544e+03,3.795517102967850498e+00,8.482433799434032551e+01
2.650000000000000000e+02,5.040222781740953906e+03,3.910145700174045835e+00,8.619771078176052015e+01
2.660000000000000000e+02,5.014849146291346187e+03,4.026970368224001007e+00,8.754956628851262224e+01
2.670000000000000000e+02,4.989082777422152503e+03,4.145973928366309735e+00,8.887918199052700174e+01
2.680000000000000000e+02,4.962923889502784732e+03,4.267146635960282097e+00,9.018732062621302248e+01
2.690000000000000000e+02,4.936372692486669621e+03,4.390478755393919741e+00,9.147177481786705755e+01
2.700000000000000000e+02,4.909436817555851121e+03,4.515945709378574868e+00,9.273330756800464769e+01
2.710000000000000000e+02,4.882138742782512963e+03,4.643537781994925062e+00,9.396971175561760958e+01
2.720000000000000000e+02,4.854471239431926733e+03,4.773237842364978611e+00,9.518175063235645439e+01
2.730000000000000000e+02,4.826464202656197813e+03,4.905006493949184865e+00,9.636795988113802025e+01
2.740000000000000000e+02,4.798110395328035338e+03,5.038841480094227165e+00,9.752910298717800686e+01
2.750000000000000000e+02,4.769424853138677463e+03,5.174710853954707090e+00,9.866297329644790182e+01
2.760000000000000000e+02,4.740430033458988873e+03,5.312597532789336441e+00,9.977033451155510591e+01
2.770000000000000000e+02,4.711126112962614570e+03,5.452477021631036536e+00,1.008497227500450037e+02
2.780000000000000000e+02,4.681520690260033007e+03,5.594324839455297571e+00,1.019004167901234865e+02
2.790000000000000000e+02,4.651628786042211686e+03,5.738101668471092154e+00,1.029231806287981783e+02
2.800000000000000000e+02,4.621465417607553718e+03,5.883775631534556183e+00,1.039165506649362385e+02
2.810000000000000000e+02,4.591030747770709240e+03,6.031329718309607735e+00,1.048805485072368953e+02
2.820000000000000000e+02,4.560339787526818327e+03,6.180717232049833143e+00,1.058144532821160908e+02
2.830000000000000000e+02,4.529407544969697483e+03,6.331913769502140354e+00,1.067175441915012755e+02
