# ell,Dl_TT (LCDM PR4 best-fit)
1.157000000000000000e+03,1.203108447061095831e+03
1.158000000000000000e+03,1.200633992314393026e+03
1.159000000000000000e+03,1.198090473888907582e+03
1.160000000000000000e+03,1.195477835934453196e+03
1.161000000000000000e+03,1.192796016972217330e+03
1.162000000000000000e+03,1.190052378290176193e+03
1.163000000000000000e+03,1.187239418943770715e+03
1.164000000000000000e+03,1.184364489214520063e+03
1.165000000000000000e+03,1.181427505622971239e+03
1.166000000000000000e+03,1.178420950998339777e+03
1.167000000000000000e+03,1.175352159604673261e+03
1.168000000000000000e+03,1.172221032171084062e+03
1.169000000000000000e+03,1.169034892678565711e+03
1.170000000000000000e+03,1.165786203400639579e+03
1.171000000000000000e+03,1.162482278400540054e+03
1.172000000000000000e+03,1.159122998581130105e+03
1.173000000000000000e+03,1.155708240139965710e+03
1.174000000000000000e+03,1.152237874677918171e+03
1.175000000000000000e+03,1.148711769311225908e+03
1.176000000000000000e+03,1.145137215136860732e+03
1.177000000000000000e+03,1.141514070649813220e+03
1.178000000000000000e+03,1.137834761863156018e+03
1.179000000000000000e+03,1.134113995830986369e+03
1.180000000000000000e+03,1.130344190670343551e+03
1.181000000000000000e+03,1.126525189086710952e+03
1.182000000000000000e+03,1.122664258499201878e+03
1.183000000000000000e+03,1.118761234465552434e+03
1.184000000000000000e+03,1.114815949157789419e+03
1.185000000000000000e+03,1.110828231487219227e+03
1.186000000000000000e+03,1.106797907228640952e+03
1.187000000000000000e+03,1.102732227493708024e+03
1.188000000000000000e+03,1.098631012152134645e+03
1.189000000000000000e+03,1.094494078301965828e+03
1.190000000000000000e+03,1.090313812037403522e+03
1.191000000000000000e+03,1.086112310315963214e+03
1.192000000000000000e+03,1.081874525919755342e+03
1.193000000000000000e+03,1.077607694368470902e+03
1.194000000000000000e+03,1.073319048976933573e+03
1.195000000000000000e+03,1.069000964260106230e+03
1.196000000000000000e+03,1.064653241086470189e+03
1.197000000000000000e+03,1.060283106777736066e+03
1.198000000000000000e+03,1.055897786855372942e+03
1.199000000000000000e+03,1.051489648433962202e+03
1.200000000000000000e+03,1.047058485362937517e+03
1.201000000000000000e+03,1.042611512451729823e+03
1.202000000000000000e+03,1.038148491265631264e+03
1.203000000000000000e+03,1.033669176148146335e+03
1.204000000000000000e+03,1.029180748514853803e+03
1.205000000000000000e+03,1.024675531881013058e+03
1.206000000000000000e+03,1.020160705338916728e+03
1.207000000000000000e+03,1.015636018581720577e+03
1.208000000000000000e+03,1.011108648676988992e+03
1.209000000000000000e+03,1.006578343437970261e+03
1.210000000000000000e+03,1.002037421494368800e+03
1.211000000000000000e+03,9.974930574131539061e+02
1.212000000000000000e+03,9.929524250676819292e+02
1.213000000000000000e+03,9.884078410066892957e+02
1.214000000000000000e+03,9.838664779249401136e+02
1.215000000000000000e+03,9.793355080328301483e+02
1.216000000000000000e+03,9.747998180764809604e+02
1.217000000000000000e+03,9.702740078613622927e+02
1.218000000000000000e+03,9.657578202239620850e+02
1.219000000000000000e+03,9.612509978070194165e+02
1.220000000000000000e+03,9.567458547858135489e+02
1.221000000000000000e+03,9.522644186979903225e+02
1.222000000000000000e+03,9.477841470218867244e+02
1.223000000000000000e+03,9.433270674627918879e+02
1.224000000000000000e+03,9.388780661860613463e+02
1.225000000000000000e+03,9.344517430579753636e+02
1.226000000000000000e+03,9.300404132854536101e+02
1.227000000000000000e+03,9.256512492617192720e+02
1.228000000000000000e+03,9.212839956129648726e+02
1.229000000000000000e+03,9.169458259993026559e+02
1.230000000000000000e+03,9.126290581675001476e+02
1.231000000000000000e+03,9.083334391082139518e+02
1.232000000000000000e+03,9.040661451654216307e+02
1.233000000000000000e+03,8.998343537984505929e+02
1.234000000000000000e+03,8.956229586462408179e+02
1.235000000000000000e+03,8.914465680966895889e+02
1.236000000000000000e+03,8.872975069549053160e+02
1.237000000000000000e+03,8.831829583166630755e+02
1.238000000000000000e+03,8.791026786418387928e+02
1.239000000000000000e+03,8.750564262305687180e+02
1.240000000000000000e+03,8.710439613506113119e+02
1.241000000000000000e+03,8.670724747161202686e+02
1.242000000000000000e+03,8.631417309165183269e+02
1.243000000000000000e+03,8.592440685463978980e+02
1.244000000000000000e+03,8.553866853863588631e+02
1.245000000000000000e+03,8.515693534821884896e+02
1.246000000000000000e+03,8.477992759747744458e+02
1.247000000000000000e+03,8.440688021778952361e+02
1.248000000000000000e+03,8.403851411065190860e+02
1.249000000000000000e+03,8.367406482015055644e+02
1.250000000000000000e+03,8.331499672045945317e+02
1.251000000000000000e+03,8.295980276631722745e+02
1.252000000000000000e+03,8.260920310060538441e+02
1.253000000000000000e+03,8.226391781032450581e+02
1.254000000000000000e+03,8.192318168428150784e+02
1.255000000000000000e+03,8.158771556407407388e+02
1.256000000000000000e+03,8.125749784950944559e+02
1.257000000000000000e+03,8.093250734370576538e+02
1.258000000000000000e+03,8.061272326272674036e+02
1.259000000000000000e+03,8.029738240972715175e+02
1.260000000000000000e+03,7.998869335876462401e+02
1.261000000000000000e+03,7.968440811273570716e+02
1.262000000000000000e+03,7.938599329632168065e+02
1.263000000000000000e+03,7.909343031795804109e+02
1.264000000000000000e+03,7.880595821146857816e+02
1.265000000000000000e+03,7.852430214720892536e+02
1.266000000000000000e+03,7.824770209749146943e+02
1.267000000000000000e+03,7.797762701669209946e+02
1.268000000000000000e+03,7.771331783554192043e+02
1.269000000000000000e+03,7.745475880513496350e+02
1.270000000000000000e+03,7.720193466528564841e+02
1.271000000000000000e+03,7.695483064739768224e+02
1.272000000000000000e+03,7.671417531185817325e+02
1.273000000000000000e+03,7.647921204484878217e+02
1.274000000000000000e+03,7.624985328134004021e+02
1.275000000000000000e+03,7.602682907307470259e+02
1.276000000000000000e+03,7.580990428506539729e+02
1.277000000000000000e+03,7.559906713179616418e+02
1.278000000000000000e+03,7.539430632650644384e+02
1.279000000000000000e+03,7.519561108063935535e+02
1.280000000000000000e+03,7.500304538647809522e+02
1.281000000000000000e+03,7.481659944898908634e+02
1.282000000000000000e+03,7.463626396791665911e+02
1.283000000000000000e+03,7.446203013614901920e+02
1.284000000000000000e+03,7.429388963788819638e+02
1.285000000000000000e+03,7.413190893015571419e+02
1.286000000000000000e+03,7.397600639015136039e+02
1.287000000000000000e+03,7.382624944702034782e+02
1.288000000000000000e+03,7.368255744551973976e+02
1.289000000000000000e+03,7.354492449414779003e+02
1.290000000000000000e+03,7.341349374623870290e+02
1.291000000000000000e+03,7.328811169653411071e+02
1.292000000000000000e+03,7.316877387980065350e+02
1.293000000000000000e+03,7.305547630146332949e+02
1.294000000000000000e+03,7.294828971880032213e+02
1.295000000000000000e+03,7.284698822119212309e+02
1.296000000000000000e+03,7.275171777948879708e+02
1.297000000000000000e+03,7.266232769242596987e+02
1.298000000000000000e+03,7.257889056918326105e+02
1.299000000000000000e+03,7.250125662651876155e+02
1.300000000000000000e+03,7.242942510454278136e+02
1.301000000000000000e+03,7.236339589908611742e+02
1.302000000000000000e+03,7.230309587967999505e+02
1.303000000000000000e+03,7.224845256865389729e+02
1.304000000000000000e+03,7.219939393882938248e+02
1.305000000000000000e+03,7.215607126281195178e+02
1.306000000000000000e+03,7.211819056033344850e+02
1.307000000000000000e+03,7.208582971571120197e+02
1.308000000000000000e+03,7.205891849231380775e+02
1.309000000000000000e+03,7.203738709858353104e+02
1.310000000000000000e+03,7.202109190356652562e+02
1.311000000000000000e+03,7.201011256995017220e+02
1.312000000000000000e+03,7.200430635204825194e+02
1.313000000000000000e+03,7.200360522876078448e+02
1.314000000000000000e+03,7.200794161894718854e+02
1.315000000000000000e+03,7.201724838020301149e+02
1.316000000000000000e+03,7.203145880751247887e+02
1.317000000000000000e+03,7.205050663175151158e+02
1.318000000000000000e+03,7.207432601801557439e+02
1.319000000000000000e+03,7.210285156374701501e+02
1.320000000000000000e+03,7.213594401313471280e+02
1.321000000000000000e+03,7.217361310527373917e+02
1.322000000000000000e+03,7.221579472103697981e+02
1.323000000000000000e+03,7.226227659665623833e+02
1.324000000000000000e+03,7.231306973800120659e+02
1.325000000000000000e+03,7.236803699949722386e+02
1.326000000000000000e+03,7.242711593070805520e+02
1.327000000000000000e+03,7.249024448853757576e+02
1.328000000000000000e+03,7.255728674904587479e+02
1.329000000000000000e+03,7.262810718587223846e+02
1.330000000000000000e+03,7.270271923175226902e+02
1.331000000000000000e+03,7.278098813860356131e+02
1.332000000000000000e+03,7.286270525470172288e+02
1.333000000000000000e+03,7.294795943544095280e+02
1.334000000000000000e+03,7.303654276813558681e+02
1.335000000000000000e+03,7.312832198192944588e+02
1.336000000000000000e+03,7.322331272327407987e+02
1.337000000000000000e+03,7.332130812997754674e+02
1.338000000000000000e+03,7.342232452337500490e+02
1.339000000000000000e+03,7.352615569807448992e+02
1.340000000000000000e+03,7.363267004634649311e+02
1.341000000000000000e+03,7.374188483164017498e+02
1.342000000000000000e+03,7.385359476073634823e+02
1.343000000000000000e+03,7.396774339059659269e+02
1.344000000000000000e+03,7.408412598338250064e+02
1.345000000000000000e+03,7.420276091271258565e+02
1.346000000000000000e+03,7.432344395113158271e+02
1.347000000000000000e+03,7.444611967587246681e+02
1.348000000000000000e+03,7.457058432288820313e+02
1.349000000000000000e+03,7.469685719222565012e+02
1.350000000000000000e+03,7.482473493472023165e+02
1.351000000000000000e+03,7.495416344630386902e+02
1.352000000000000000e+03,7.508501647261689413e+02
1.353000000000000000e+03,7.521739126282010375e+02
1.354000000000000000e+03,7.535041953173905540e+02
1.355000000000000000e+03,7.548516450384851169e+02
1.356000000000000000e+03,7.562090672555641504e+02
1.357000000000000000e+03,7.575766969174761698e+02
1.358000000000000000e+03,7.589547699829432759e+02
1.359000000000000000e+03,7.603360949466878083e+02
1.360000000000000000e+03,7.617209094175806285e+02
1.361000000000000000e+03,7.631094516475377532e+02
1.362000000000000000e+03,7.645093887626356945e+02
1.363000000000000000e+03,7.659061032448947799e+02
1.364000000000000000e+03,7.673072629186599443e+02
1.365000000000000000e+03,7.687131074367441670e+02
1.366000000000000000e+03,7.701090198197308609e+02
1.367000000000000000e+03,7.715100964495513836e+02
1.368000000000000000e+03,7.729091485124492920e+02
1.369000000000000000e+03,7.742989869471550719e+02
1.370000000000000000e+03,7.756947073958364172e+02
1.371000000000000000e+03,7.770742633051094117e+02
1.372000000000000000e+03,7.784527493343806555e+02
1.373000000000000000e+03,7.798229744625155035e+02
1.374000000000000000e+03,7.811851753003073782e+02
1.375000000000000000e+03,7.825321593042083350e+02
1.376000000000000000e+03,7.838715897440032450e+02
1.377000000000000000e+03,7.852037005716017575e+02
1.378000000000000000e+03,7.865212963430968784e+02
1.379000000000000000e+03,7.878246088437294929e+02
1.380000000000000000e+03,7.891064403141293724e+02
1.381000000000000000e+03,7.903818767801935792e+02
1.382000000000000000e+03,7.916362895321983615e+02
1.383000000000000000e+03,7.928699051589843521e+02
1.384000000000000000e+03,7.940829487817945846e+02
1.385000000000000000e+03,7.952830723403366164e+02
1.386000000000000000e+03,7.964630694791401311e+02
1.387000000000000000e+03,7.976157321862737035e+02
1.388000000000000000e+03,7.987487074329856114e+02
1.389000000000000000e+03,7.998547837125825026e+02
1.390000000000000000e+03,8.009416043818644084e+02
1.391000000000000000e+03,8.020019542009365523e+02
1.392000000000000000e+03,8.030360443249734317e+02
1.393000000000000000e+03,8.040515122452698051e+02
1.394000000000000000e+03,8.050337083291721001e+02
1.395000000000000000e+03,8.059828375119913062e+02
1.396000000000000000e+03,8.069065308870117406e+02
1.397000000000000000e+03,8.078049889447229361e+02
1.398000000000000000e+03,8.086635531616674371e+02
1.399000000000000000e+03,8.094972760403054508e+02
1.400000000000000000e+03,8.102914942445721636e+02
1.401000000000000000e+03,8.110612587218566887e+02
1.402000000000000000e+03,8.117919179866507875e+02
1.403000000000000000e+03,8.124911063572450303e+02
1.404000000000000000e+03,8.131590271053061088e+02
1.405000000000000000e+03,8.137884523888028525e+02
1.406000000000000000e+03,8.143795798845108038e+02
1.407000000000000000e+03,8.149326043688913614e+02
1.408000000000000000e+03,8.154551459986560076e+02
1.409000000000000000e+03,8.159325368393429017e+02
1.410000000000000000e+03,8.163798192460012615e+02
1.411000000000000000e+03,8.167823189895960923e+02
1.412000000000000000e+03,8.171476436367544238e+02
1.413000000000000000e+03,8.174685407262467152e+02
1.414000000000000000e+03,8.177526110976049267e+02
1.415000000000000000e+03,8.179925954177897438e+02
1.416000000000000000e+03,8.181960875100851354e+02
1.417000000000000000e+03,8.183558208814015416e+02
1.418000000000000000e+03,8.184793820521829275e+02
1.419000000000000000e+03,8.185594970851151402e+02
1.420000000000000000e+03,8.185963165665875749e+02
1.421000000000000000e+03,8.185899871883698324e+02
1.422000000000000000e+03,8.185406516809581490e+02
1.423000000000000000e+03,8.184558770988049901e+02
1.424000000000000000e+03,8.183209413561382917e+02
1.425000000000000000e+03,8.181434032673256525e+02
1.426000000000000000e+03,8.179233890869896868e+02
1.427000000000000000e+03,8.176535924535652384e+02
1.428000000000000000e+03,8.173415593862416699e+02
1.429000000000000000e+03,8.169874031832206356e+02
1.430000000000000000e+03,8.165912327239585693e+02
1.431000000000000000e+03,8.161457240740591033e+02
1.432000000000000000e+03,8.156584054944578384e+02
1.433000000000000000e+03,8.151219440022921390e+02
1.434000000000000000e+03,8.145438587373231485e+02
1.435000000000000000e+03,8.139168075300184455e+02
1.436000000000000000e+03,8.132483002753899655e+02
1.437000000000000000e+03,8.125309855086592279e+02
1.438000000000000000e+03,8.117649354365632917e+02
1.439000000000000000e+03,8.109576459218435502e+02
1.440000000000000000e+03,8.101091797711931122e+02
1.441000000000000000e+03,8.092121667276730932e+02
1.442000000000000000e+03,8.082666601675891798e+02
1.443000000000000000e+03,8.072727087505573991e+02
1.444000000000000000e+03,8.062377847739646768e+02
1.445000000000000000e+03,8.051544991302695280e+02
1.446000000000000000e+03,8.040228863695730297e+02
1.447000000000000000e+03,8.028504047151191116e+02
1.448000000000000000e+03,8.016296510316259400e+02
1.449000000000000000e+03,8.003606458985844938e+02
1.450000000000000000e+03,7.990508336361471038e+02
1.451000000000000000e+03,7.977002244115717531e+02
1.452000000000000000e+03,7.963013906049327488e+02
1.453000000000000000e+03,7.948543272110956650e+02
1.454000000000000000e+03,7.933664530996362600e+02
1.455000000000000000e+03,7.918377543546723700e+02
1.456000000000000000e+03,7.902682126678295162e+02
1.457000000000000000e+03,7.886578053831560737e+02
1.458000000000000000e+03,7.869990771938063290e+02
1.459000000000000000e+03,7.852994252415527399e+02
1.460000000000000000e+03,7.835588141164438412e+02
1.461000000000000000e+03,7.817772042589214152e+02
1.462000000000000000e+03,7.799545520129638589e+02
1.463000000000000000e+03,7.780908096803279932e+02
1.464000000000000000e+03,7.761859255757143501e+02
1.465000000000000000e+03,7.742398440826866590e+02
1.466000000000000000e+03,7.722599340604359668e+02
1.467000000000000000e+03,7.702387038499851997e+02
1.468000000000000000e+03,7.681835147324381978e+02
1.469000000000000000e+03,7.660868675853929517e+02
1.470000000000000000e+03,7.639486879911401047e+02
1.471000000000000000e+03,7.617837546442872281e+02
1.472000000000000000e+03,7.595771293074592450e+02
1.473000000000000000e+03,7.573287269697326565e+02
1.474000000000000000e+03,7.550533159032332833e+02
1.475000000000000000e+03,7.527359476178305613e+02
1.476000000000000000e+03,7.503913837188841853e+02
1.477000000000000000e+03,7.480120975107529375e+02
1.478000000000000000e+03,7.455979874525476134e+02
1.479000000000000000e+03,7.431563772123663512e+02
1.480000000000000000e+03,7.406797306702688957e+02
1.481000000000000000e+03,7.381753653725047570e+02
1.482000000000000000e+03,7.356357391832763142e+02
1.483000000000000000e+03,7.330681637380774873e+02
1.484000000000000000e+03,7.304799477951598874e+02
1.485000000000000000e+03,7.278561122364403673e+02
1.486000000000000000e+03,7.252113885706730798e+02
1.487000000000000000e+03,7.225307921827171640e+02
1.488000000000000000e+03,7.198290491867397805e+02
1.489000000000000000e+03,7.171060263759552527e+02
1.490000000000000000e+03,7.143504454491238675e+02
1.491000000000000000e+03,7.115733106382980395e+02
1.492000000000000000e+03,7.087729955146280645e+02
1.493000000000000000e+03,7.059500997413180130e+02
1.494000000000000000e+03,7.031044777865749893e+02
1.495000000000000000e+03,7.002374674824475278e+02
1.496000000000000000e+03,6.973496615743440543e+02
1.497000000000000000e+03,6.944423934466277615e+02
1.498000000000000000e+03,6.915155086741492596e+02
1.499000000000000000e+03,6.885703364201340264e+02
1.500000000000000000e+03,6.856074609901747863e+02
1.501000000000000000e+03,6.826274607996440409e+02
1.502000000000000000e+03,6.796323823214698905e+02
1.503000000000000000e+03,6.766212949237049088e+02
1.504000000000000000e+03,6.735954947079280828e+02
1.505000000000000000e+03,6.705562760710504335e+02
1.506000000000000000e+03,6.675034461039258531e+02
1.507000000000000000e+03,6.644375531669237489e+02
1.508000000000000000e+03,6.613598869623008341e+02
1.509000000000000000e+03,6.582709929384275256e+02
1.510000000000000000e+03,6.551714152010112002e+02
1.511000000000000000e+03,6.520616965912228125e+02
1.512000000000000000e+03,6.489446072708182101e+02
1.513000000000000000e+03,6.458192021238893403e+02
1.514000000000000000e+03,6.426875063559076580e+02
1.515000000000000000e+03,6.395508014042479772e+02
1.516000000000000000e+03,6.364088821905813802e+02
1.517000000000000000e+03,6.332630285500983973e+02
1.518000000000000000e+03,6.301145196522031711e+02
1.519000000000000000e+03,6.269631484227430747e+02
1.520000000000000000e+03,6.238101929778169961e+02
1.521000000000000000e+03,6.206561882137281145e+02
1.522000000000000000e+03,6.175016687382335476e+02
1.523000000000000000e+03,6.143471689678342500e+02
1.524000000000000000e+03,6.111939660610156579e+02
1.525000000000000000e+03,6.080425943471944947e+02
1.526000000000000000e+03,6.048943310963898057e+02
1.527000000000000000e+03,6.017489681142373001e+02
1.528000000000000000e+03,5.986077831824803752e+02
1.529000000000000000e+03,5.954720544894449858e+02
1.530000000000000000e+03,5.923415750604806362e+02
1.531000000000000000e+03,5.892176241983389673e+02
1.532000000000000000e+03,5.860999962429721108e+02
1.533000000000000000e+03,5.829907148459961945e+02
1.534000000000000000e+03,5.798895760591550470e+02
1.535000000000000000e+03,5.767971197721293493e+02
1.536000000000000000e+03,5.737146298091831795e+02
1.537000000000000000e+03,5.706411626844788998e+02
1.538000000000000000e+03,5.675794903763041930e+02
1.539000000000000000e+03,5.645294149043351126e+02
1.540000000000000000e+03,5.614914825955635251e+02
1.541000000000000000e+03,5.584662413382524164e+02
1.542000000000000000e+03,5.554557263390140633e+02
1.543000000000000000e+03,5.524590031976172213e+02
1.544000000000000000e+03,5.494781106699606426e+02
1.545000000000000000e+03,5.465121180683670445e+02
1.546000000000000000e+03,5.435630680199036533e+02
1.547000000000000000e+03,5.406315195319054965e+02
1.548000000000000000e+03,5.377165480651332246e+02
1.549000000000000000e+03,5.348202026145103218e+02
1.550000000000000000e+03,5.319423059319250342e+02
1.551000000000000000e+03,5.290834230058887897e+02
1.552000000000000000e+03,5.262441095118524572e+02
1.553000000000000000e+03,5.234256634845754661e+02
1.554000000000000000e+03,5.206271569611534460e+02
1.555000000000000000e+03,5.178498930458780478e+02
1.556000000000000000e+03,5.150944346222390777e+02
1.557000000000000000e+03,5.123613472374781850e+02
1.558000000000000000e+03,5.096511991496006431e+02
1.559000000000000000e+03,5.069645613719318362e+02
1.560000000000000000e+03,5.043012648802608169e+02
1.561000000000000000e+03,5.016618863227565157e+02
1.562000000000000000e+03,4.990477480576162179e+02
1.563000000000000000e+03,4.964579468484924973e+02
1.564000000000000000e+03,4.938945537431799266e+02
1.565000000000000000e+03,4.913566714250129621e+02
1.566000000000000000e+03,4.888456340878463493e+02
1.567000000000000000e+03,4.863605504540275888e+02
1.568000000000000000e+03,4.839027608111113636e+02
1.569000000000000000e+03,4.814728656968860605e+02
1.570000000000000000e+03,4.790699830881608818e+02
1.571000000000000000e+03,4.766962054335359653e+02
1.572000000000000000e+03,4.743499141597280868e+02
1.573000000000000000e+03,4.720324652073971947e+02
1.574000000000000000e+03,4.697444748757907860e+02
1.575000000000000000e+03,4.674858198417941253e+02
1.576000000000000000e+03,4.652563800133943914e+02
1.577000000000000000e+03,4.630575242176645929e+02
1.578000000000000000e+03,4.608891388781844398e+02
1.579000000000000000e+03,4.587518565373148363e+02
1.580000000000000000e+03,4.566448273680832699e+02
1.581000000000000000e+03,4.545694333660993038e+02
1.582000000000000000e+03,4.525255741911177552e+02
1.583000000000000000e+03,4.505131528537240797e+02
1.584000000000000000e+03,4.485320757319634595e+02
1.585000000000000000e+03,4.465822525879943896e+02
1.586000000000000000e+03,4.446650822548403994e+02
1.587000000000000000e+03,4.427797384780232619e+02
1.588000000000000000e+03,4.409261412724798106e+02
1.589000000000000000e+03,4.391049569394232321e+02
1.590000000000000000e+03,4.373161124131779047e+02
1.591000000000000000e+03,4.355595381130760302e+02
1.592000000000000000e+03,4.338359107952989007e+02
1.593000000000000000e+03,4.321444250645035936e+02
1.594000000000000000e+03,4.304857647304479542e+02
1.595000000000000000e+03,4.288598743191842004e+02
1.596000000000000000e+03,4.272659590889890069e+02
1.597000000000000000e+03,4.257054563859597351e+02
1.598000000000000000e+03,4.241775786488262270e+02
1.599000000000000000e+03,4.226815419283435631e+02
1.600000000000000000e+03,4.212195372409506149e+02
1.601000000000000000e+03,4.197893028199256378e+02
1.602000000000000000e+03,4.183915542434860413e+02
1.603000000000000000e+03,4.170262685040285078e+02
1.604000000000000000e+03,4.156934262637037705e+02
1.605000000000000000e+03,4.143930118622928944e+02
1.606000000000000000e+03,4.131242704885273724e+02
1.607000000000000000e+03,4.118879366898425474e+02
1.608000000000000000e+03,4.106832630351594275e+02
1.609000000000000000e+03,4.095102486209142398e+02
1.610000000000000000e+03,4.083688962349371536e+02
1.611000000000000000e+03,4.072592123531821358e+02
1.612000000000000000e+03,4.061812071341695969e+02
1.613000000000000000e+03,4.051341515760071275e+02
1.614000000000000000e+03,4.041180631759887092e+02
1.615000000000000000e+03,4.031329630825290451e+02
1.616000000000000000e+03,4.021788760794494237e+02
1.617000000000000000e+03,4.012550877324944736e+02
1.618000000000000000e+03,4.003616300381142992e+02
1.619000000000000000e+03,3.994977957292890096e+02
1.620000000000000000e+03,3.986636239185547197e+02
1.621000000000000000e+03,3.978591572330306576e+02
1.622000000000000000e+03,3.970836989465080933e+02
1.623000000000000000e+03,3.963372986136755571e+02
1.624000000000000000e+03,3.956192663613172158e+02
1.625000000000000000e+03,3.949296585167118110e+02
1.626000000000000000e+03,3.942685347280945507e+02
1.627000000000000000e+03,3.936344722472854301e+02
1.628000000000000000e+03,3.930282800547493025e+02
1.629000000000000000e+03,3.924492846317397721e+02
1.630000000000000000e+03,3.918968155750443998e+02
1.631000000000000000e+03,3.913709483742313182e+02
1.632000000000000000e+03,3.908710186814626013e+02
1.633000000000000000e+03,3.903963650841471349e+02
1.634000000000000000e+03,3.899478147105177186e+02
1.635000000000000000e+03,3.895239689880759784e+02
1.636000000000000000e+03,3.891241749154546028e+02
1.637000000000000000e+03,3.887492678275571052e+02
1.638000000000000000e+03,3.883978571490627019e+02
1.639000000000000000e+03,3.880700404968684438e+02
1.640000000000000000e+03,3.877651751011890155e+02
1.641000000000000000e+03,3.874826205657937521e+02
1.642000000000000000e+03,3.872224816274558066e+02
1.643000000000000000e+03,3.869841224097203281e+02
1.644000000000000000e+03,3.867676520163415717e+02
1.645000000000000000e+03,3.865716959493418017e+02
1.646000000000000000e+03,3.863963673721639225e+02
1.647000000000000000e+03,3.862410385277364071e+02
1.648000000000000000e+03,3.861050834968893355e+02
1.649000000000000000e+03,3.859886209571777727e+02
1.650000000000000000e+03,3.858902856021612706e+02
1.651000000000000000e+03,3.858102023779948127e+02
1.652000000000000000e+03,3.857485096535735352e+02
1.653000000000000000e+03,3.857031217279727571e+02
1.654000000000000000e+03,3.856756684670984328e+02
1.655000000000000000e+03,3.856640668824823024e+02
1.656000000000000000e+03,3.856677209067447620e+02
1.657000000000000000e+03,3.856875213251965420e+02
1.658000000000000000e+03,3.857221315336907992e+02
1.659000000000000000e+03,3.857717016481435053e+02
1.660000000000000000e+03,3.858348971002791359e+02
1.661000000000000000e+03,3.859118699150470206e+02
1.662000000000000000e+03,3.860012873093078838e+02
1.663000000000000000e+03,3.861040458072081947e+02
1.664000000000000000e+03,3.862188141717181225e+02
1.665000000000000000e+03,3.863450046878198805e+02
1.666000000000000000e+03,3.864820302719230654e+02
1.667000000000000000e+03,3.866300472526186809e+02
1.668000000000000000e+03,3.867884696475740043e+02
1.669000000000000000e+03,3.869559691116080558e+02
1.670000000000000000e+03,3.871327033908789303e+02
1.671000000000000000e+03,3.873180877678532852e+02
1.672000000000000000e+03,3.875115378471971326e+02
1.673000000000000000e+03,3.877124695073435987e+02
1.674000000000000000e+03,3.879210416876636032e+02
1.675000000000000000e+03,3.881359278359843188e+02
1.676000000000000000e+03,3.883572872015985809e+02
1.677000000000000000e+03,3.885845362832790215e+02
1.678000000000000000e+03,3.888178344524623640e+02
1.679000000000000000e+03,3.890551125661912693e+02
1.680000000000000000e+03,3.892965299300823290e+02
1.681000000000000000e+03,3.895429885807363917e+02
1.682000000000000000e+03,3.897916762275668248e+02
1.683000000000000000e+03,3.900434945544219545e+02
1.684000000000000000e+03,3.902978593250641666e+02
1.685000000000000000e+03,3.905541860030467092e+02
1.686000000000000000e+03,3.908118897006166321e+02
1.687000000000000000e+03,3.910703851266043785e+02
1.688000000000000000e+03,3.913298293682485678e+02
1.689000000000000000e+03,3.915896361667900578e+02
1.690000000000000000e+03,3.918484758619068202e+02
1.691000000000000000e+03,3.921065038399748914e+02
1.692000000000000000e+03,3.923638748059295267e+02
1.693000000000000000e+03,3.926185142188138002e+02
1.694000000000000000e+03,3.928720609113167370e+02
1.695000000000000000e+03,3.931216958425698635e+02
1.696000000000000000e+03,3.933690560552819875e+02
1.697000000000000000e+03,3.936128062611353471e+02
1.698000000000000000e+03,3.938516101154048101e+02
1.699000000000000000e+03,3.940863586554995663e+02
1.700000000000000000e+03,3.943164560583441585e+02
1.701000000000000000e+03,3.945413076007504856e+02
1.702000000000000000e+03,3.947603266663497266e+02
1.703000000000000000e+03,3.949736704348828766e+02
1.704000000000000000e+03,3.951807517832957615e+02
1.705000000000000000e+03,3.953817248852832904e+02
1.706000000000000000e+03,3.955752566355474755e+02
1.707000000000000000e+03,3.957614979192331930e+02
1.708000000000000000e+03,3.959398550363691811e+02
1.709000000000000000e+03,3.961112181368187635e+02
1.710000000000000000e+03,3.962735041405517222e+02
1.711000000000000000e+03,3.964275993489994789e+02
1.712000000000000000e+03,3.965721595319606649e+02
1.713000000000000000e+03,3.967073240359216015e+02
1.714000000000000000e+03,3.968332300485067776e+02
1.715000000000000000e+03,3.969492696994469725e+02
1.716000000000000000e+03,3.970555756682979904e+02
1.717000000000000000e+03,3.971507926188884881e+02
1.718000000000000000e+03,3.972350484809686009e+02
1.719000000000000000e+03,3.973092115589226978e+02
1.720000000000000000e+03,3.973711763027264965e+02
1.721000000000000000e+03,3.974225487717419014e+02
1.722000000000000000e+03,3.974619610706835147e+02
1.723000000000000000e+03,3.974887854786757089e+02
1.724000000000000000e+03,3.975046200760840520e+02
1.725000000000000000e+03,3.975073460240366785e+02
1.726000000000000000e+03,3.974970702073655389e+02
1.727000000000000000e+03,3.974746395303784539e+02
1.728000000000000000e+03,3.974386695457087058e+02
1.729000000000000000e+03,3.973892586015472830e+02
1.730000000000000000e+03,3.973265021468707801e+02
1.731000000000000000e+03,3.972497498748622888e+02
1.732000000000000000e+03,3.971590913745552598e+02
1.733000000000000000e+03,3.970538704454879166e+02
1.734000000000000000e+03,3.969341707555182097e+02
1.735000000000000000e+03,3.967993301615285873e+02
1.736000000000000000e+03,3.966509120431893507e+02
1.737000000000000000e+03,3.964875054542563362e+02
1.738000000000000000e+03,3.963091821318935786e+02
